movieId,count1,count2,count3,count4,count5
1480,0,0,6,5,0
1483,3,0,1,5,2
1484,0,0,1,2,0
1485,3,11,31,23,6
1487,0,2,1,2,0
1488,3,1,6,4,1
1489,0,1,0,1,0
1490,1,1,0,0,0
1493,0,0,0,1,0
1495,0,2,0,0,0
1496,0,0,0,1,0
1497,0,0,1,1,1
1498,0,1,2,2,0
1499,10,10,4,2,1
1500,0,7,16,21,15
1502,0,1,1,0,0
1503,1,0,0,3,0
1507,0,0,0,1,0
1513,2,4,12,10,1
1514,0,0,1,0,0
1515,1,10,4,0,0
1516,0,0,1,0,0
1517,2,8,23,52,15
1518,1,1,4,6,1
1519,1,0,0,0,0
1526,2,1,0,0,0
1527,2,6,25,50,33
1529,0,0,1,2,0
1533,0,0,0,1,1
1537,0,1,1,9,2
1541,1,3,3,3,0
1542,0,1,1,3,2
1544,8,15,24,17,3
1545,0,0,0,1,1
1546,0,0,0,1,0
1547,0,0,1,1,0
1549,0,0,0,1,0
1550,1,1,2,0,0
1551,0,2,1,0,0
1552,5,7,22,23,2
1554,1,2,1,1,0
1556,9,7,3,0,0
1562,4,21,15,2,0
1564,0,0,1,0,1
1565,0,0,0,1,0
1566,2,2,6,17,4
1569,1,3,12,16,8
1571,0,0,0,1,1
1572,0,0,1,1,0
1573,4,6,26,29,12
1574,1,0,0,0,0
1580,3,17,39,84,22
1581,0,2,1,0,0
1582,1,0,4,0,0
1583,0,0,2,0,0
1584,2,5,22,30,23
1585,0,0,1,0,0
1586,2,4,10,6,0
1587,3,4,9,8,7
1588,1,3,8,7,1
1589,0,3,6,5,2
1590,1,9,5,8,2
1591,4,7,7,7,1
1592,1,0,3,0,0
1593,0,3,1,2,0
1594,0,1,0,2,3
1596,0,0,0,2,1
1597,4,7,16,14,2
1598,0,2,2,0,0
1599,1,0,2,0,0
1600,0,0,1,1,0
1601,0,2,1,0,0
1602,1,3,0,0,0
1603,2,3,6,2,0
1604,0,0,2,1,0
1605,0,2,1,1,0
1606,1,1,0,1,0
1608,0,3,29,22,4
1609,0,1,1,1,0
1610,2,0,20,42,26
1611,0,0,1,2,2
1612,0,0,2,0,0
1613,0,0,0,1,0
1614,4,5,8,9,0
1615,0,3,4,4,0
1616,2,3,9,3,3
1617,1,3,10,45,38
1619,0,1,7,4,2
1620,1,2,6,2,2
1621,0,1,0,0,1
1623,0,1,1,0,0
1624,1,0,1,0,0
1625,2,7,12,32,24
1626,0,2,0,1,0
1627,1,1,0,4,1
1629,0,1,0,2,0
1631,0,0,0,0,1
1633,0,0,1,3,1
1635,0,1,5,5,6
1639,2,6,9,21,14
1641,1,3,9,33,10
1642,0,2,0,0,0
1643,0,0,2,2,1
1644,7,11,10,4,0
1645,2,5,16,19,9
1646,2,2,2,1,0
1647,0,1,2,0,0
1648,0,1,0,3,0
1649,1,0,1,1,0
1650,0,0,0,2,0
1652,0,0,0,0,1
1653,0,4,14,39,29
1654,0,0,0,1,0
1655,0,0,0,1,0
1656,0,0,0,1,0
1658,0,2,4,0,2
1659,0,0,0,1,0
1660,0,0,1,0,0
1661,0,0,1,0,0
1662,0,0,2,0,0
1663,0,1,10,14,9
1665,1,3,7,4,1
1667,0,4,1,0,0
1670,0,1,1,1,0
1671,0,0,1,0,0
1672,0,1,4,6,1
1673,0,1,4,19,15
1674,0,3,12,19,6
1675,0,0,0,1,0
1676,6,10,19,31,14
1677,0,1,0,0,0
1678,0,1,3,4,2
1679,0,1,0,0,0
1680,1,0,8,10,6
1681,2,2,3,0,0
1682,2,3,21,62,37
1683,0,0,1,1,4
1684,0,1,1,1,1
1685,0,0,1,0,0
1686,0,0,2,0,1
1687,1,3,6,6,2
1688,0,1,10,7,2
1689,1,4,1,1,0
1690,4,10,15,13,3
1693,1,0,6,10,2
1694,1,0,4,2,0
1695,0,0,0,2,0
1696,0,1,0,0,1
1699,0,0,1,0,1
1701,0,1,1,4,2
1702,0,4,6,5,1
1703,0,2,1,2,0
1704,1,2,22,55,61
1707,4,1,2,1,0
1711,2,7,6,4,5
1713,0,0,6,0,1
1717,2,6,13,8,2
1718,0,1,0,0,1
1719,0,0,2,7,7
1721,6,16,33,64,21
1722,3,6,18,13,5
1726,1,5,3,2,2
1727,0,0,1,2,1
1729,0,3,9,28,8
1730,0,1,1,2,0
1731,2,1,1,0,0
1732,6,2,13,39,46
1733,0,0,0,2,2
1734,0,0,3,2,4
1735,0,2,3,5,1
1739,0,0,0,1,0
1746,0,1,0,0,0
1747,1,4,11,12,3
1748,2,2,6,21,17
1752,0,2,2,0,0
1753,0,2,3,8,3
1754,0,2,5,6,2
1755,0,0,1,2,2
1757,0,1,0,0,0
1759,0,0,0,0,1
1760,6,2,2,0,0
1762,1,2,1,1,0
1767,0,1,0,1,0
1769,0,4,6,4,0
1770,0,1,1,0,0
1771,0,0,0,1,0
1772,1,4,4,2,1
1777,1,3,20,25,7
1779,2,6,7,8,0
1783,1,0,3,1,0
1784,3,3,19,52,19
1785,0,0,1,3,1
1791,0,2,1,0,0
1792,2,3,10,6,2
1793,0,0,0,2,0
1794,0,0,1,0,0
1797,0,0,1,2,3
1798,1,0,1,0,0
1799,0,0,7,4,2
1801,0,2,9,10,4
1804,0,2,0,0,1
1805,3,4,11,13,0
1806,1,4,2,1,0
1807,0,0,1,0,0
1809,0,0,1,3,2
1810,0,0,5,5,1
1812,0,0,1,2,0
1816,1,1,1,0,0
1821,0,2,4,0,0
1824,1,0,0,0,0
1825,0,0,0,1,0
1826,0,1,0,0,0
1827,0,0,1,2,0
1829,0,0,1,1,0
1831,6,6,11,6,0
1833,0,4,3,6,0
1834,0,0,2,6,3
1835,0,2,7,5,3
1836,0,0,0,1,2
1837,1,1,2,0,0
1839,0,0,1,0,0
1840,0,1,3,3,0
1841,0,0,1,0,0
1844,0,0,1,2,1
1845,0,0,3,8,4
1848,0,2,7,3,0
1855,0,4,2,1,0
1856,0,0,0,3,0
1857,0,0,0,1,0
1858,0,3,4,1,0
1859,0,0,0,3,0
1860,0,2,1,1,0
1862,3,2,4,0,0
1863,0,4,3,0,0
1866,1,2,1,1,2
1867,0,1,0,0,0
1870,0,0,1,0,0
1873,0,0,4,3,3
1875,0,0,1,4,1
1876,2,6,18,14,3
1881,1,0,1,0,0
1882,8,14,10,1,0
1883,3,2,7,8,4
1884,0,1,10,18,17
1885,1,2,4,4,1
1887,0,1,1,0,0
1888,0,2,0,1,0
1889,0,0,2,5,1
1891,0,1,0,0,0
1892,0,3,5,7,1
1893,0,0,0,0,1
1894,1,2,10,3,0
1895,0,3,4,6,2
1897,0,0,1,1,0
1900,0,0,0,1,0
1902,0,0,0,1,0
1904,0,1,1,0,1
1906,0,1,1,0,0
1907,0,3,11,25,6
1909,1,5,12,18,6
1910,0,2,0,0,0
1911,3,7,16,6,0
1912,1,2,6,11,12
1913,0,0,0,3,0
1914,1,1,0,7,0
1916,2,0,4,3,3
1917,8,12,37,24,11
1918,4,5,13,11,0
1919,1,1,2,1,0
1920,1,5,6,6,0
1921,1,2,5,25,14
1922,0,0,1,1,0
1923,2,4,28,49,22
1924,0,2,3,2,1
1926,0,0,1,0,0
1927,0,0,0,4,6
1928,0,0,0,1,0
1929,0,0,0,2,0
1931,0,0,0,5,1
1932,0,0,0,1,0
1933,0,0,1,0,0
1934,0,0,1,1,1
1936,0,0,1,1,1
1937,0,0,1,1,0
1938,0,0,0,3,0
1939,0,0,2,3,3
1940,0,0,0,1,0
1941,0,0,1,1,0
1942,0,0,0,2,2
1944,0,0,2,7,2
1945,1,0,2,8,13
1946,0,0,0,3,0
1947,1,4,10,9,10
1948,0,0,2,5,0
1949,0,0,1,2,3
1950,0,0,0,8,3
1951,0,1,2,3,1
1952,0,2,4,8,8
1953,0,1,8,19,11
1954,2,4,8,29,21
1955,0,0,2,9,3
1956,0,0,3,5,4
1957,0,0,3,6,4
1958,0,2,6,8,6
1959,0,0,5,8,2
1960,1,0,7,14,4
1961,0,6,16,51,23
1962,1,1,3,13,5
1963,1,0,4,4,2
1964,0,0,1,3,2
1965,0,5,3,10,3
1966,0,2,0,5,1
1967,1,2,8,19,12
1968,0,9,21,55,28
1969,2,3,4,1,0
1970,1,2,5,4,0
1971,1,2,3,1,0
1972,3,1,1,2,0
1973,0,4,1,0,0
1974,2,5,4,2,3
1975,1,3,1,2,0
1976,2,2,2,1,0
1977,0,3,2,1,0
1978,0,1,1,0,0
1979,0,1,2,0,1
1980,0,1,0,0,0
1981,1,1,1,0,0
1982,0,2,10,7,8
1983,0,3,2,0,0
1984,0,2,1,0,0
1985,0,1,0,0,0
1986,1,1,0,0,0
1987,0,1,1,0,0
1990,0,0,0,1,0
1991,0,5,5,2,0
1992,0,2,2,0,0
1993,2,1,2,0,0
1994,1,2,15,26,3
1995,2,4,0,0,0
1996,2,0,2,0,0
1997,1,3,10,23,16
1998,1,3,0,0,0
1999,2,1,0,0,1
2000,0,3,20,40,12
2001,2,4,19,19,3
2002,3,9,20,11,3
2003,2,3,13,18,5
2004,0,2,6,6,1
2005,0,6,16,22,13
2006,4,8,18,25,5
2007,0,1,0,0,1
2008,0,0,1,0,0
2009,0,0,9,10,0
2010,0,0,5,12,4
2011,5,6,23,34,19
2012,2,8,33,32,13
2013,2,2,7,9,1
2014,0,4,3,1,0
2015,0,0,4,5,0
2016,0,0,4,0,0
2017,1,0,1,3,0
2018,1,2,15,15,5
2019,0,2,3,20,23
2020,1,1,2,13,8
2021,2,4,6,19,6
2022,0,0,2,5,1
2023,2,4,17,15,7
2024,0,0,2,1,0
2025,0,0,1,4,2
2026,0,3,0,0,0
2027,3,4,2,0,0
2028,1,4,22,76,85
2032,0,1,0,0,0
2033,0,0,3,3,2
2034,2,2,2,3,0
2035,0,0,2,0,1
2036,1,2,2,1,0
2037,0,0,0,1,0
2038,1,0,2,0,0
2040,0,2,4,1,0
2041,0,1,0,2,0
2042,0,2,3,1,0
2043,0,1,3,0,0
2044,0,1,1,0,0
2046,1,2,10,11,0
2048,0,0,3,4,1
2050,0,2,1,0,1
2051,1,1,0,1,0
2052,3,5,9,5,1
2053,5,8,6,1,0
2054,4,16,30,18,0
2055,0,0,1,0,0
2056,0,0,1,0,0
2057,0,0,2,2,0
2058,2,2,10,10,6
2059,0,2,8,4,1
2060,0,3,4,7,0
2064,1,3,3,15,9
2065,0,2,2,5,4
2066,0,0,0,3,1
2067,0,0,3,11,7
2068,1,0,0,0,1
2069,0,0,0,1,1
2070,1,0,0,4,0
2071,0,0,1,1,0
2072,2,3,3,6,3
2073,0,0,3,1,1
2074,0,0,1,2,0
2075,0,0,0,0,1
2076,1,2,6,21,16
2077,0,0,2,3,0
2078,0,3,13,22,15
2080,3,3,18,24,7
2081,3,6,21,25,12
2082,3,7,10,6,0
2083,0,0,8,5,6
2084,0,3,0,1,1
2085,0,4,15,22,3
2087,0,2,15,17,7
2088,3,4,8,3,0
2089,0,0,5,4,1
2090,1,1,6,4,1
2091,1,1,2,0,0
2092,1,2,2,1,0
2093,0,1,3,2,0
2094,0,5,19,12,3
2095,0,1,1,1,0
2096,0,1,10,11,0
2097,0,3,5,1,1
2098,0,1,1,0,0
2099,0,0,3,3,0
2100,3,7,16,23,2
2102,1,1,0,1,0
2103,0,2,0,1,0
2104,0,0,0,1,0
2105,0,4,23,20,3
2106,0,0,3,0,2
2107,0,0,2,1,0
2108,0,3,9,9,3
2109,0,3,11,10,3
2110,0,5,4,7,2
2111,0,1,5,4,0
2112,0,2,2,4,0
2114,0,0,5,8,3
2115,1,9,23,55,20
2116,0,4,5,4,2
2117,0,1,4,6,3
2118,0,1,4,6,4
2119,2,1,0,0,0
2120,0,4,0,0,0
2121,0,5,2,0,0
2122,3,2,2,4,0
2123,1,4,7,2,1
2124,1,3,17,14,3
2125,0,1,7,7,6
2126,1,5,6,2,1
2130,0,0,3,4,1
2131,0,0,0,1,3
2132,0,0,1,3,3
2133,1,1,8,7,3
2134,1,2,10,8,1
2135,0,1,3,4,3
2136,3,2,7,1,1
2137,1,1,7,8,4
2138,0,0,1,6,3
2139,0,1,7,12,1
2140,0,2,10,17,5
2141,0,6,4,4,4
2142,1,2,5,2,0
2143,0,3,4,6,0
2144,0,4,14,22,9
2145,0,6,13,11,3
2146,1,1,7,5,2
2147,0,1,2,0,0
2148,0,4,1,3,1
2149,3,0,0,1,0
2150,0,1,9,9,9
2151,0,0,3,1,2
2152,0,3,0,0,0
2153,1,6,3,1,0
2154,0,2,0,0,0
2155,0,0,4,3,1
2156,0,0,0,1,0
2159,0,0,1,4,2
2160,0,1,2,15,14
2161,0,6,10,17,10
2162,1,2,3,2,0
2163,1,1,3,0,0
2164,1,0,0,0,0
2165,0,0,1,1,0
2166,1,0,3,0,0
2167,1,9,14,27,7
2169,0,5,1,1,0
2170,1,1,2,1,0
2171,0,1,4,2,1
2172,0,0,1,0,0
2174,3,7,25,41,15
2175,0,0,0,0,1
2176,0,0,0,8,2
2177,0,0,2,1,0
2178,0,0,1,1,0
2179,0,0,1,0,0
2180,0,0,0,1,0
2181,0,0,1,2,1
2182,0,2,0,2,0
2183,0,1,2,4,2
2184,0,1,2,2,1
2185,0,0,0,2,0
2186,1,0,4,12,8
2187,0,0,0,2,0
2188,1,3,1,0,0
2190,0,1,0,0,0
2193,1,5,13,14,7
2194,0,1,12,34,18
2195,0,1,4,1,1
2196,0,0,0,0,1
2201,0,0,1,1,0
2202,0,0,1,2,4
2203,0,0,1,4,2
2204,0,0,1,2,1
2205,0,0,3,1,0
2206,0,0,1,2,2
2207,0,0,1,0,0
2208,0,0,1,4,1
2210,0,0,1,1,0
2211,0,0,1,0,0
2212,0,0,1,2,0
2226,1,0,0,0,0
2227,0,0,1,2,0
2231,0,1,7,17,11
2232,2,4,3,14,4
2236,1,0,4,4,0
2239,0,0,0,2,4
2240,0,0,3,2,2
2241,0,1,1,1,1
2243,0,6,7,11,4
2244,1,1,0,0,0
2245,0,3,11,6,2
2247,1,1,7,3,0
2248,0,0,12,13,14
2249,0,3,5,1,2
2252,1,0,4,0,0
2253,4,4,10,2,0
2255,1,1,0,0,0
2256,0,1,1,0,0
2257,0,0,0,1,0
2259,0,2,3,2,1
2260,0,1,1,0,0
2261,0,3,1,0,2
2262,0,1,7,1,0
2263,0,2,2,1,0
2264,0,1,3,0,0
2265,0,1,3,0,0
2266,0,1,2,2,0
2267,0,1,1,0,0
2268,1,0,14,32,10
2269,0,2,4,1,1
2271,0,0,2,0,0
2272,0,0,2,0,0
2273,2,2,16,19,3
2275,0,1,0,3,1
2278,2,2,14,17,8
2279,0,5,4,1,0
2280,0,0,2,0,0
2281,0,0,1,0,0
2282,1,0,2,1,2
2283,0,0,1,1,0
2286,0,1,0,0,0
2287,0,0,1,3,1
2288,1,4,5,19,16
2289,0,1,11,14,12
2290,1,0,0,2,2
2291,0,2,18,52,8
2292,0,0,1,0,0
2294,0,5,20,17,3
2295,0,0,0,1,1
2296,3,4,1,2,0
2297,0,1,4,6,3
2298,0,0,0,1,0
2300,1,2,3,13,14
2301,0,1,6,5,4
2302,4,4,25,19,7
2303,0,0,3,1,1
2304,0,0,0,1,0
2306,0,2,4,0,0
2307,0,0,1,0,0
2310,0,0,1,2,0
2311,0,1,4,11,1
2312,0,0,4,5,3
2313,0,0,2,11,4
2314,0,0,0,1,1
2315,2,1,2,1,0
2316,0,3,0,2,2
2318,0,1,1,6,8
2320,0,1,6,1,1
2321,2,8,13,26,12
2322,0,2,3,3,0
2323,0,0,0,1,1
2324,3,4,8,24,49
2325,1,1,4,6,1
2327,0,1,0,1,1
2328,1,3,2,0,1
2329,0,0,13,53,63
2330,0,0,0,1,1
2331,0,1,1,1,0
2332,1,1,0,0,0
2333,0,0,0,3,1
2334,1,3,5,4,0
2335,0,6,7,15,0
2336,0,3,4,11,5
2337,0,0,2,2,0
2338,6,7,3,1,1
2339,0,1,0,0,0
2340,4,1,3,10,2
2342,0,0,1,0,1
2344,0,1,4,3,0
2346,0,1,6,4,0
2347,1,0,2,0,0
2348,0,1,2,5,0
2349,0,2,0,4,1
2350,0,0,1,1,0
2351,0,0,0,5,2
2352,0,1,7,11,6
2353,1,6,22,26,12
2354,1,2,3,1,0
2355,3,3,29,45,12
2356,1,0,3,1,0
2357,0,0,0,3,3
2358,0,0,0,1,0
2359,1,1,4,17,3
2360,0,0,1,2,9
2361,2,1,4,3,0
2362,0,0,0,1,0
2363,1,0,2,0,0
2364,1,1,0,0,0
2365,0,1,1,0,0
2366,0,3,7,9,6
2367,1,4,7,1,1
2368,0,1,0,0,0
2369,2,6,13,3,0
2370,0,0,1,0,0
2371,2,3,10,6,3
2372,2,5,0,1,1
2373,2,3,3,1,0
2374,0,2,3,4,0
2375,2,3,11,3,2
2376,0,3,9,7,2
2377,1,1,2,1,0
2378,2,3,7,8,2
2379,3,3,3,2,1
2380,3,2,4,0,1
2381,3,1,2,0,1
2382,1,2,1,0,1
2383,2,1,1,0,0
2384,5,6,7,7,4
2385,0,2,1,0,0
2387,1,2,4,6,3
2388,0,0,0,1,0
2389,2,5,1,1,0
2390,0,0,2,3,2
2391,0,2,4,11,5
2392,1,5,2,0,0
2393,3,3,11,13,3
2394,0,2,11,6,6
2395,3,6,12,19,16
2396,3,8,11,46,24
2398,0,0,3,6,8
2399,0,3,1,0,0
2400,0,0,2,0,0
2401,0,0,3,3,2
2402,3,5,6,4,1
2403,0,4,8,11,7
2404,3,7,2,0,0
2405,2,3,11,5,0
2406,0,4,20,26,4
2407,0,7,14,21,1
2408,2,2,5,0,0
2409,2,3,10,8,3
2410,2,8,7,6,1
2411,5,7,9,6,2
2412,4,8,5,0,0
2413,0,0,11,6,1
2414,0,0,7,4,0
2415,0,0,1,0,0
2416,1,3,7,5,0
2417,1,0,0,0,0
2418,0,3,1,2,0
2419,0,0,0,2,0
2420,0,3,11,18,6
2421,2,9,9,8,1
2422,4,8,2,0,0
2423,0,7,3,11,9
2424,5,5,14,22,4
2425,0,0,0,2,0
2427,4,6,6,9,10
2428,3,7,8,5,0
2429,1,0,3,1,0
2430,0,2,3,1,0
2431,3,2,5,12,5
2432,0,3,0,1,2
2433,0,2,6,3,0
2435,0,0,0,1,0
2436,0,0,1,2,3
2439,0,0,2,1,0
2442,0,0,0,3,0
2443,0,1,3,3,1
2445,0,3,4,1,0
2446,0,2,0,0,0
2447,0,4,3,6,2
2448,0,1,1,1,0
2450,5,5,4,1,1
2451,0,0,1,0,0
2453,0,2,1,0,0
2454,0,1,6,6,0
2455,1,4,16,17,5
2456,2,3,3,1,0
2457,0,1,3,2,2
2458,0,4,2,2,0
2459,2,1,2,6,2
2460,1,1,1,0,0
2462,0,0,1,0,0
2463,0,3,4,6,1
2465,1,2,0,0,0
2467,0,1,3,10,4
2468,1,7,4,3,0
2469,1,0,3,2,1
2470,2,8,21,22,4
2471,7,3,9,3,2
2472,0,1,1,1,0
2473,0,3,5,0,0
2474,0,1,5,6,1
2475,0,1,0,1,1
2476,0,0,5,5,2
2477,0,1,1,0,1
2478,1,4,10,9,2
2481,0,0,0,1,0
2482,0,0,2,0,0
2483,0,0,0,1,0
2485,2,5,15,5,2
2488,1,0,0,1,1
2490,2,4,15,17,7
2491,0,1,1,1,2
2492,2,0,1,4,0
2493,0,0,0,1,0
2494,0,0,0,2,0
2495,0,0,1,0,2
2496,1,3,10,8,1
2497,0,2,2,2,0
2498,1,2,2,0,0
2500,2,3,1,1,0
2501,0,1,6,16,7
2502,0,4,12,34,44
2503,0,0,0,1,0
2504,0,1,3,2,0
2505,1,3,7,7,0
2506,0,1,2,2,1
2511,0,0,0,1,2
2512,0,0,0,0,1
2513,1,3,3,2,1
2514,1,0,2,0,0
2515,0,2,0,0,0
2516,1,0,0,0,0
2517,2,0,4,4,0
2518,0,3,4,2,1
2520,1,0,2,0,0
2521,0,0,1,1,0
2522,0,1,2,0,1
2523,0,1,1,0,0
2524,1,1,2,4,1
2525,1,1,1,0,0
2526,1,1,1,0,0
2527,0,0,10,8,0
2528,0,4,9,11,0
2529,0,3,14,26,13
2530,2,6,5,3,2
2531,1,4,1,2,1
2532,1,4,4,2,1
2533,1,4,4,5,1
2534,1,0,1,1,0
2535,0,1,2,0,0
2537,1,1,1,0,0
2538,1,0,0,0,0
2539,1,8,20,17,1
2540,0,1,2,0,0
2541,1,9,9,17,4
2542,2,0,10,27,28
2544,0,0,1,0,0
2546,0,0,1,1,0
2548,1,5,0,0,0
2549,0,1,4,1,0
2550,0,0,2,3,2
2551,0,1,2,3,2
2552,1,1,0,0,0
2553,0,2,1,3,0
2554,0,1,0,2,0
2555,1,2,0,0,0
2557,0,0,0,0,1
2558,2,3,3,1,0
2559,0,0,1,0,0
2560,1,0,4,3,0
2561,0,1,3,0,0
2563,0,0,1,0,2
2565,0,0,1,6,5
2566,1,0,1,0,0
2567,0,5,7,7,0
2568,1,2,1,2,2
2570,0,0,4,1,0
2571,9,5,24,90,150
2572,3,2,16,21,12
2573,1,0,0,0,0
2574,2,2,2,0,0
2575,0,0,2,1,1
2577,0,0,1,0,0
2579,0,0,0,6,0
2580,0,0,11,15,13
2581,4,5,12,13,2
2582,0,1,1,0,1
2583,0,1,2,6,3
2585,0,0,0,1,1
2586,1,0,1,0,0
2587,0,1,1,2,0
2589,0,0,0,1,0
2590,0,0,1,0,0
2593,0,0,2,2,0
2594,0,0,3,5,2
2596,0,1,2,6,3
2597,0,0,2,0,0
2598,3,6,7,9,0
2599,1,6,11,25,13
2600,0,1,3,12,6
2605,2,11,12,16,2
2606,1,6,5,3,0
2607,0,0,0,1,1
2609,0,0,0,1,0
2611,0,0,1,0,0
2612,0,0,0,1,0
2613,1,3,1,2,1
2614,2,0,0,0,0
2615,0,2,1,0,1
2616,3,5,9,7,2
2617,8,12,24,32,11
2618,0,0,2,3,0
2620,0,0,1,0,0
2622,0,1,8,1,1
2623,1,0,0,0,0
2624,0,0,0,1,1
2625,0,1,0,1,0
2628,11,26,36,52,15
2629,0,1,1,0,0
2630,0,0,1,1,0
2632,0,0,0,1,0
2633,0,1,0,2,0
2634,0,0,2,1,0
2639,0,0,3,1,0
2640,1,2,19,31,8
2641,2,8,22,15,2
2642,4,8,7,3,0
2643,5,10,1,0,0
2644,0,0,3,6,0
2648,0,1,1,5,4
2651,1,0,0,0,0
2652,0,0,1,0,0
2654,0,1,1,1,2
2655,0,1,0,0,0
2656,0,0,1,0,0
2657,4,7,22,15,15
2659,0,1,0,0,0
2660,0,0,1,3,0
2661,0,0,1,0,0
2662,0,3,4,4,1
2664,0,0,4,7,2
2665,1,0,0,0,0
2668,0,2,3,3,0
2669,0,0,1,1,0
2670,0,0,3,1,1
2671,4,3,14,26,9
2672,2,0,5,5,0
2674,0,1,1,0,0
2676,0,2,1,2,1
2677,0,0,0,2,2
2681,0,0,2,1,0
2682,0,0,0,3,0
2683,13,10,37,42,19
2686,0,0,3,11,5
2687,0,3,9,7,5
2688,1,3,5,6,0
2690,0,1,2,6,1
2691,0,0,1,1,1
2692,0,1,9,43,22
2693,1,0,0,2,1
2694,2,6,15,23,2
2695,0,1,0,0,0
2696,0,0,0,2,1
2697,0,0,0,1,0
2698,0,1,0,0,0
2699,4,9,25,13,2
2700,3,2,13,31,27
2701,12,17,19,4,1
2702,1,2,2,8,2
2706,4,13,25,44,17
2707,1,2,8,10,1
2708,0,0,0,3,0
2709,1,1,3,3,1
2710,14,10,13,18,9
2712,4,4,15,18,12
2713,1,3,6,2,0
2716,0,9,24,57,30
2717,2,7,22,14,2
2718,0,1,5,4,0
2719,2,6,5,0,0
2720,6,7,6,1,1
2722,3,6,11,8,1
2723,2,10,7,15,5
2724,3,12,14,10,3
2725,0,1,0,0,0
2726,0,0,1,6,2
2727,0,0,1,0,0
2728,0,0,5,6,2
2729,0,0,3,4,0
2730,0,1,1,3,2
2731,0,1,0,8,3
2732,0,0,0,2,3
2733,0,2,0,0,0
2734,0,0,6,4,0
2735,2,4,5,5,0
2736,0,0,2,3,0
2737,0,0,0,1,0
2738,0,0,0,1,0
2739,0,0,3,6,3
2740,1,0,0,0,0
2741,0,2,0,0,0
2742,1,0,0,0,0
2743,0,0,1,0,0
2744,0,0,0,1,0
2745,0,1,3,4,1
2746,0,4,14,19,2
2747,0,2,5,2,0
2748,2,2,2,0,0
2749,0,0,0,2,0
2750,0,1,3,3,0
2751,0,0,0,1,0
2752,0,2,5,1,0
2754,1,0,0,0,0
2757,0,0,0,1,0
2759,0,0,3,4,1
2761,0,2,4,18,15
2762,4,9,26,76,64
2763,1,3,12,24,8
2764,0,0,1,4,2
2765,0,0,0,1,0
2766,0,0,1,1,0
2769,0,2,0,2,1
2770,3,8,14,11,2
2771,1,0,1,1,1
2772,2,2,1,4,1
2774,0,0,1,0,0
2775,1,0,0,0,0
2779,0,1,7,5,0
2782,0,1,0,1,1
2784,0,0,1,1,0
2786,1,3,0,0,0
2787,0,3,3,0,0
2788,0,1,3,14,10
2789,1,0,1,2,0
2790,1,0,1,0,0
2791,3,3,14,41,26
2792,1,5,5,4,4
2793,2,4,2,2,0
2794,0,4,11,0,0
2795,0,2,6,13,5
2796,1,4,3,3,0
2797,2,4,19,49,17
2798,6,3,3,0,0
2799,5,2,1,0,0
2800,0,0,1,0,0
2801,0,0,0,0,1
2802,0,1,10,2,0
2803,0,3,7,3,0
2804,1,2,9,23,20
2805,1,5,7,10,0
2806,2,4,0,2,1
2807,1,1,1,0,1
2808,5,3,7,1,1
2810,0,0,1,1,3
2812,0,0,1,0,0
2813,1,0,0,0,0
2815,1,3,3,0,0
2816,2,0,1,0,0
2817,1,1,1,0,0
2818,3,0,0,0,0
2819,1,0,3,9,3
2820,0,0,0,1,0
2822,0,4,2,3,2
2824,0,0,0,0,1
2826,3,3,11,7,2
2827,2,4,4,1,0
2828,1,1,0,0,0
2829,1,0,3,3,0
2835,1,0,0,0,0
2836,0,1,1,1,1
2837,0,0,1,0,0
2839,0,0,0,1,0
2840,2,6,6,8,1
2841,0,2,4,11,1
2843,0,2,0,3,4
2844,1,0,1,1,0
2846,0,0,2,2,3
2847,0,0,2,0,0
2848,0,0,0,1,0
2851,0,1,2,0,1
2852,0,0,0,1,0
2856,0,0,1,0,0
2857,0,2,6,5,1
2858,8,4,17,89,86
2859,0,0,3,1,3
2860,0,4,4,1,0
2861,0,1,3,4,0
2862,1,0,0,0,0
2863,0,2,7,8,2
2865,0,0,0,1,0
2866,0,0,1,4,0
2867,1,0,4,5,2
2868,1,0,1,0,0
2870,0,0,5,3,0
2871,0,0,7,17,6
2872,0,2,8,8,7
2874,0,0,1,2,0
2875,0,2,6,2,0
2876,0,1,0,0,0
2877,1,1,2,3,0
2878,0,2,0,0,0
2879,1,1,1,3,1
2880,1,0,2,3,0
2881,2,2,7,6,2
2882,1,1,2,0,0
2883,0,0,4,1,0
2884,0,1,0,0,0
2885,0,1,0,0,0
2886,1,1,0,0,0
2887,1,0,0,0,0
2888,1,2,1,1,0
2889,0,0,2,5,1
2890,1,0,12,24,8
2891,0,0,1,1,1
2892,1,0,0,0,0
2893,0,0,1,0,0
2894,0,0,0,1,0
2896,0,0,1,0,0
2897,0,0,0,1,0
2898,0,1,0,0,0
2899,1,0,1,0,1
2900,0,1,1,0,0
2901,2,4,3,3,2
2902,0,2,2,0,0
2903,0,1,1,0,0
2905,0,0,0,1,3
2906,2,2,1,1,1
2907,0,1,3,1,2
2908,3,3,7,17,9
2912,0,0,2,9,3
2915,1,4,14,18,5
2916,0,5,27,40,16
2917,0,0,2,6,2
2918,1,5,17,54,32
2919,0,0,3,3,2
2921,0,0,1,7,3
2922,0,0,2,3,0
2924,0,0,3,3,4
2925,0,0,0,3,2
2926,0,2,4,4,1
2927,0,0,1,1,0
2928,0,0,1,1,0
2929,0,0,1,1,0
2930,0,0,0,1,0
2931,0,0,0,2,1
