movie_id,budget,revenue,language,overview,runtime,tagline
2493,0,244523,de,"Comedian Harmonists tells the story of a famous, German male sextet, five vocals and piano, the ""Comedian Harmonists"", from the day they meet first in 1927 to the day in 1934, when they become banned by the upcoming Nazis, because three of them are Jewish.",126,
2494,0,421432,en,"Five Jewish Hungarians, now US citizens, tell their stories: before March 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood homes more than 50 years later. An historian, a Sonderkommando, a doctor who experimented on Auschwitz prisoners, and US soldiers who were part of the liberation in April 1945.",87,Everything you're about to see is true.
2495,0,0,fr,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",72,A sublime trip to a fine new world
2496,35000000,40263020,en,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",112,She'd never met anyone like him. He's never met anyone... Period.
2497,80000000,118880016,en,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",131,A story of love lost and found.
2498,65000000,36850101,en,"Ambitious television reporter Tim O'Hara stumbles upon a martian whose spaceship has accidentally crashed on Earth. Thinking this is his ticket to a Pulitzer Prize, Tim makes plans to expose the martian, who, posing as Tim's Uncle Martin, takes human form and has plans of his own. In fact, all of Tim's efforts to divulge the truth are systematically thwarted by the resourceful alien, who ultimately recruits Tim to help him repair his ship for a return to Mars.",94,The martian has landed. There goes the neighborhood.
2500,3000000,3100000,en,"When an exclusive clique of teenage socialites accidentally murder their best friend on the morning of her birthday, the three girls responsible conspire to hide the truth.",87,Death totally bites.
2501,25000000,34698685,en,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",108,Sometimes one dream is enough to light up the whole sky.
2502,10000000,12800000,en,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",90,Work sucks.
2503,0,0,fa,"After twelve years of imprisonment by their own parents, two Iranian sisters are finally released by social workers to face the outside world for the first time.",82,
2504,6000000,6852450,en,"In 1981 New York City, a collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses on New Years Eve.",101,It's 11:59 on New Years Eve... do you know where your date is?
2505,40000000,96618699,en,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",123,You can't prepare for where the truth will take you.
2506,35000000,0,en,"A mentally challenged girl proves herself to be every bit as capable as her ""perfect"" sister when she moves into an apartment and begins going to college.",130,A love story for the romantically challenged.
2511,1700000,959000,en,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.",112,Nothing says goodbye like a bullet…
2512,0,0,ja,In a small village in a valley everyone who reaches the age of 70 must leave the village and go to a certain mountain top to die. If anyone should refuse they would disgrace their family. Old Orin is 69. This winter it is her turn to go to the mountain. But first she must make sure that her eldest son Tatsuhei finds a wife.,130,Only Time Could Change the Cruelty of Tradition… Only Their Love Could Survive It…
2513,11500000,57500000,en,"After the Creed family's cat is accidentally killed, a friendly neighbor advises its burial in a mysterious nearby cemetery.",102,Sometimes dead is better.
2514,8000000,17092453,en,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",100,Raise Some Hell.
2515,900000,6980986,en,"When a tabloid reporter and his son travel to a quiet Midwestern town to investigate a gruesome massacre, they fall victim to a possessed orphan named Micah.",92,These children are home alone too. But their parents are never coming back.
2516,0,0,en,"After a couple adopts a pair of orphaned brothers, it becomes alarmingly clear the boys are much more than they seem.",90,"In the heart of a city, an adult nightmare is about to be reborn..."
2517,9700000,21200000,en,"Nerdy high schooler Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",110,How do you kill something that can't possibly be alive?
2518,8100000,21095683,en,"A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the ""one great idea"" for success. His life takes a bizarre turn when a prostitute neighbor complains about the loss of her pimp. His partner, upon hearing the situation, suggests that they fill that opening themselves using the morgue at night.",106,"Ever since two enterprising young men turned the City Morgue into a swinging business, people have been dying to get in."
2520,10000000,100489151,en,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",137,The #1 novel of the year - now a motion picture!
2521,3000000,47000000,en,"When an in-flight collision incapacitates the pilots of an airplane bound for Los Angeles, stewardess Nancy Pryor is forced to take over the controls. From the ground, her boyfriend Alan Murdock, a retired test pilot, tries to talk her through piloting and landing the 747 aircraft. Worse yet, the anxious passengers — among which are a noisy nun and a cranky man — are aggravating the already tense atmosphere.",107,"Something hit us... The crew is dead... Help us, please, please help us!"
2522,6000000,30000000,en,"Flight 23 has crashed in the Bermuda Triangle after a hijacking gone wrong. Now the surviving passengers must brave panic, slow leaks, oxygen depletion, and more while attempting a daring plan, all while 200 feet underwater.",114,"Flight 23 has crashed in the Bermuda Triangle... passengers still alive, trapped underwater..."
2523,9000000,8200000,en,"A young terrorist kills and injures patrons of a Norfolk amusement park by placing homemade explosives on the track of one of its roller coasters. After staging a similar incident in Pittsburgh, he sends a tape to a meeting of major amusement park executives in Chicago, demanding $1 million to make him stop.",119,Somewhere in the crowd is a killer who can turn smiles into screams.
2524,14000000,116000000,en,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",165,One tiny spark becomes a night of blazing suspense.
2525,1500000,0,en,"A baby alligator is flushed down a toilet and survives by eating discarded lab animals that have been injected with growth hormones. The now gigantic animal escapes the city sewers and goes on a rampage, pursued by a cop and a big-game hunter.",91,"It lives 50 feet beneath the city. It's 36 feet long. It weighs 2,000 pounds...And it's about to break out!"
2526,16000000,12600000,en,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it hits it will cause an incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough firepower. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?",107,"It's five miles wide... it's coming at 30,000 m.p.h... there's no place on Earth to hide!"
2527,1200000,10000000,en,"Delos is a futuristic amusement park that features themed worlds—ancient Rome, Medieval times and the Old West—populated by human-like androids. After two patrons have a run-in with a menacing gunslinger in West World, the androids at Delos all begin to malfunction, causing havoc throughout the park.",89,"Boy, have we got a vacation for you..."
2528,9000000,25000000,en,"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option.",119,Welcome to the 23rd century. The perfect world of total pleasure...there's just one catch.
2529,5800000,32589624,en,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",112,"Somewhere in the Universe, there must be something better than man!"
2530,3000000,18999718,en,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface.",95,"The bizarre world of ""Planet of the Apes"" was only the beginning..."
2531,1700000,8844595,en,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",93,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!
2532,1700000,9700000,en,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",88,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!
2533,2500000,12348905,en,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape.",98,Meet baby Milo who has Washington terrified.
2534,6500000,0,en,"After an avalanche of snow crashes into their ski resort, a holiday at a winter wonderland turns into a game of survival for a group of vacationers.",94,Six million tons of icy terror!
2535,7000000,79666653,en,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",123,When the big one finally hits L.A.
2537,0,0,en,"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium.",114,"Before her fate is sealed by the deep, the superliner Poseidon will reveal one last secret."
2538,0,0,en,"A look at Paul Taylor and his dance company over several months in 1997. Preparation of Taylor's piece, ""Piazzolla Caldera,"" from conception and rehearsals to opening night at City Center, frames the film. The troupe's trip to India falls in the middle. Included are black and white footage of rehearsals, and, in color, interviews with Taylor, his dancers, dance critics and scholars, and those who manage the business side. There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces. His genius, his roots, his method of working with dancers, and his sometimes difficult nature draw the attention of those who comment.",98,
2539,80000000,176885658,en,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",103,New York's most powerful gangster is about to get in touch with his feelings.
2540,25000000,15156200,en,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",110,You can't play by the rules if there aren't any.
2541,10500000,76347426,en,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",98,"In the game of seduction, there is only one rule: Never fall in love."
2542,1350000,28356188,en,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,105,A Disgrace to Criminals Everywhere.
2544,0,0,fr,"Fashion executive Dominique's obsession for Quentin, a young bisexual hustler, fills her desire for physical love but leaves her taxed emotionally. Twists and turns in the relationship, along with the man's violent and abusive nature, force Dominique to reconcile the conflicts created by her passion. In this quest, Dominique is aided, and sometimes hindered, by friends, clients, and Quentin's former and current acquaintances.",110,"Lessons in love, sex and betrayal."
2546,38000000,28121100,en,"A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated.",106,The search for her son was over. The search for her family was just beginning.
2548,21000000,17762705,en,"Following the suicide of her only friend, outcast teen Rachel Lang's life begins a downward spiral that will not only affect her but take everyone around her down in horrifying fashion.",104,Looks Can Kill.
2549,30000000,0,en,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",100,An action packed thrill ride!
2550,0,0,en,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",112,You may not believe in ghosts but you cannot deny terror.
2551,13000000,8038508,en,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",115,Two bodies. Two minds. One soul.
2552,0,3335984,en,"Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart.",85,A comedy that proves true love never dies.
2553,200000,2175000,en,"In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other.",77,What Demonic Force Lurks Behind Those Eyes?
2554,0,0,en,"Six children are found spread through out the world that not only have enormous intelligence, but identical intelligence and have a strange bond to each other.",90,Beware the eyes that paralyze!!!
2555,12000000,36450736,en,"BabyCo is the world's leading manufacturer in baby products. However, what the public doesn't know, is that Drs Kinder and Heep, two of its most brilliant scientists, are tirelessly working in complete secrecy to crack the indecipherable code to 'baby talk': a highly sophisticated language, and the key to the secrets of the universe. Before long, problems arise when mischievous Sly, the smartest of the toddlers, escapes confinement, bent on uniting all babies to free those trapped in the laboratory. Now, Kinder and Heep must find Sly before it is too late.",97,Think innocent. Think helpless. Think again. Naps are history.
2557,0,0,fr,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",89,In the bowels of France.
2558,75000000,93888180,en,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",105,"He went from the eye of the storm, into the arms of a hurricane."
2559,25000000,12000000,en,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",87,The All New Animated Family Spectacular Adapted From The Musical By Rodgers And Hammerstein
2560,12000000,2000000,en,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",101,You are who you eat.
2561,55000000,16700000,en,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.",127,An innocent man has only 12 hours to live...
2563,0,4553271,en,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",111,Born without privilege. Bound by tradition. She found the courage to follow her heart.
2565,4550000,21300000,en,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",133,More than your eyes have ever seen… More than your heart has ever known!
2566,0,0,en,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,77,You'll Dig Doug!
2567,80000000,0,en,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,122,Fame. Be careful. It's out there.
2568,50000000,13260050,en,Three youthful delinquents escape conviction for their crimes by teaming with the LAPD.,92,First they broke the law. Now they are the law.
2570,14000000,0,en,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,107,It was the summer of Woodstock... when she became the woman she always wanted to be.
2571,63000000,463517383,en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136,The fight for the future begins.
2572,16000000,53478166,en,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",97,How do I loathe thee? Let me count the ways.
2573,0,0,es,A dangerous love affair inspires a director to create the most spectacular and boldly seductive dance film ever made.,115,Tango: do not ever leave me
2574,75000000,29000000,en,"The adventures of married couple Henry and Nancy Clark, vexed by misfortune while in New York City for Henry's job interview.",90,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why."
2575,500000,0,fr,"Isa and Marie bond while working in a French sweatshop and soon begin sharing an apartment that Marie is watching for a hospitalized mother and daughter. Marie, hoping to avoid a life of struggle and poverty, takes up with Chriss, a nightclub owner whose most attractive asset is his money. Isa recognizes the ultimate futility of the relationship and tries to keep Marie away from him, but her interference puts their friendship at risk.",113,
2577,0,0,en,"In late-1970s suburban London, Chris and Marion have settled into a comfortable yet all-too-predictable middle-class existence. Chris receives an unexpected visit from his free-spirited friend Toni, a reunion that reminds him of a more carefree time in 1960s Paris. Now, with lingering doubts about his marriage bubbling up, Chris must make the choice between revisiting his youthful abandon with Toni or facing the here and now with Marion.",105,"It's not a place, it's a state of mind."
2579,6000,48482,en,"Bill, an idle, unemployed aspiring writer, walks the crowded streets of London following randomly chosen strangers, a seemingly innocent entertainment that becomes dangerous when he crosses paths with a mysterious character.",69,You're never alone.
2580,6500000,28451622,en,"A supermarket clerk decides to step in for an absent drug dealer, setting off an explosive, comedic chain of events.",98,Life begins at 3am.
2581,25000000,84565230,en,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",107,Some things are worth waiting for.
2582,0,46861333,cn,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",103,Twice the action!
2583,10000000,10920544,en,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,118,"Welcome to Holly Springs... home of murder, mayhem and catfish enchiladas."
2585,0,0,es,"Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",112,Destiny cannot be denied.
2586,20000000,0,en,Police investigate when a man having an affair with his brother's wife disappears suddenly.,102,No one's ever been so good at being so bad.
2587,80000000,73500000,en,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,108,Share it with someone you love.
2589,0,94633,en,"Friends for ten years, a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad has something to say, but Ian won't listen. Meanwhile, David is gay and virginal; Ian's business partner, Keaton, is unhappy that his sister Jane is pregnant with no plans to tell the father; Lisa is everybody's pal and no one's lover; John, stuck in adolescence, is always on the make. He brings German-born stunner, Carla, and promptly loses her affection to Hans, a fast-talking ski instructor. David meets Manny: they have chess in common. Soon, surprises abound as relationships take new turns.",103,... can you tell the difference?
2590,12000000,1263279,en,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",98,A journey to love.
2593,0,0,it,"A vicious serial sex killer is on the loose, and landscape gardener and shop-window outfitter Loris is the prime suspect, thanks to his unfortunate habit of getting caught in compromising situations (for which there is always a totally innocent explanation that the police fail to spot). Undercover policewoman Jessica is assigned by eccentric police psychologist Taccone to follow Loris.",112,
2594,2900000,370720,es,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",117,
2596,0,299200,en,"Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.",97,God bless America... they're going to need it.
2597,30000000,6552255,en,"In order to impress his beautiful French neighbor, Dylan Ramsey dognaps her pet pooch so he can return him and become a hero.",95,A comedy about a guy who would do anything to get the girl of his dreams - and did!
2598,33000000,8408835,en,Two air traffic controllers who thrive on living dangerously compete to outdo each other on several levels.,124,A comedy about losing control
2599,25000000,14902041,en,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.",103,Reading. Writing. Revenge.
2600,15000000,2856712,en,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,97,Play it. Live it. Kill for it.
2605,66000000,212404400,en,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",112,The trap is set.
2606,25000000,4152230,en,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",92,The touching story of a boy and his right hand.
2607,1200000,1200000,en,"Steven spends his school days longing for all-star athlete John. But John has a gorgeous girlfriend, and Steven is still in the closet. Steven's sole confidant is his friend Linda. After a curious run-in with John in a public restroom, Steven starts to wonder if the jock is straight after all. When they begin a romance, it threatens to expose the truth about both of them.",108,"Boy meets boy. Boy likes boy. Boy, oh, boy."
2609,0,1,zh,Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son died from illness at age 10. This left Wang a melancholy loner aching for a male descendent to learn his rare and dying art.,102,
2611,0,0,en,"Early 20th century England: while toasting his daughter Catherine's engagement, Arthur Winslow learns the royal naval academy expelled his 14-year-old son, Ronnie, for stealing five shillings. Father asks son if it is true; when the lad denies it, Arthur risks fortune, health, domestic peace, and Catherine's prospects to pursue justice.",104,
2612,1453000,5638000,en,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,111,Please don't tell anyone what Mildred Pierce did!
2613,3000000,14418922,en,"After a comet wipes out most of life on Earth, two Valley Girls find themselves fighting against cannibal zombies and a sinister group of scientists.",95,They came. They Shopped. They saved the world!
2614,800000,0,en,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the “intruders.” The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.",77,Where shopping costs you an arm and a leg!
2615,0,4122748,en,"His high school teacher issues an ultimatum: turn in a science project or flunk. So Mike Harlan scavenges a military base's junk pile for a suitable gizmo. He finds one... and unwittingly unleashes the awesome power and energy of the unknown. Twisted dimensions. Time warps. A fantastic realm where the past, present, and future collide in a whirling vortex of startling adventure and superlative special effects.",91,We must not destroy the world.
2616,47000000,103738726,en,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,105,Their turf. Their game. Their rules. They didn't count on HIS law...
2617,80000000,415885488,en,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,124,The sands will rise. The heavens will part. The power will be unleashed.
2618,786675,861789,en,"A Melbourne family is very happy living near the Melbourne airport. However, they are forced to leave their beloved home (by the Government and airport authorities) to make way for more runways. 'The Castle' is the story of how they fight to remain in their home.",85,Ordinary Family. Extraordinary Story.
2620,0,1083975,en,"When schoolteacher Kieran Johnson discovers that his father was not a French sailor (as he had been led to believe) but rather an Irish farmer, he looks to his mother for answers. When she refuses to provide any, Kieran travels to Ireland.",119,A Journey of the Heart.
2622,11000000,16071990,en,"The lovely Hermia is to wed Demetrius, but she truly cares for Lysander. Hermia's friend, Helena, is in love with Demetrius, while other romantic entanglements abound in the woods, with married fairy rulers Titania and Oberon toying with various lovers and each other.",116,Love makes fools of us all.
2623,0,9016377,en,"Greg is near the end of his senior year in high school, wanting to go to the prom, eyeing Cinny (the school's beauty with brains) from afar, and regularly trippin', daydreaming about being a big success as a poet, a student, a lover. His mom wants him to apply to colleges, but Greg hasn't a clue. One of his teachers, Mr. Shapic, tries to inspire him, too. He finally figures out he can get close to Cinny if he asks her for help with college applications. But friendship isn't enough, he wants romance and a prom date. So, he tells a few lies and, for awhile, it seems to be working. Then, things fall apart and Greg has to figure out how to put the trippin aside and get real.",94,He's a legend in his own mind.
2624,0,0,ja,"On a cold Monday morning, a group of counselors clock in at an old-fashioned social services office. Their task is to interview the recently deceased, record their personal details, then, over the course of the week, assist them in choosing a single memory to keep for eternity.",118,What is the one memory you would take with you?
2625,0,12504461,cn,"Tsui escapes from a super soldier project and plans to lead a peaceful life. However, when his former comrades go on a violent crime spree, he takes it upon himself to end their reign of terror.",99,
2628,115000000,924317558,en,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",136,Every generation has a legend. Every journey has a first step. Every saga has a beginning.
2629,0,0,en,"In the sleepy New England town of Loblolly By The Sea, a letter has arrived that is going to wake things up. It is a love letter - ardent, sensual... and unsigned. As the letter falls into different hands, residents of the small town to eye one another with renewed interest - wondering who it's for and who it's from. Determined to find the letter's author, Helen MacFarquhar begins a quest that will open her life to a new chapter involving two decidedly different men: George, an old friend from her past, and Johnny, a young man very much in her present. Unexpectedly, one mysterious love note has the power to unlock some startling secrets, leaving a trail of wonderful surprises as it turns an entire town upside down.",88,Comedy that pushes the envelope
2630,0,0,it,"While in exile in Italy, an African woman finds herself trying to get back home and free her imprisoned husband. But the only man that can help her do so is in love with her.",93,Touched by Genius. Cursed by Madness. Blinded by Love.
2632,0,13377,pl,"During the Napoleonic wars, a Spanish officer and an opposing officer find a book written by the former's grandfather.",183,
2633,196000,0,en,An ancient Egyptian priest named Imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,73,It Comes to Life!
2634,0,0,en,"One by one the archaeologists who discover the 4,000-year-old tomb of Princess Ananka are brutally murdered. Kharis, high priest in Egypt 40 centuries ago, has been brought to life by the power of the ancient gods and his sole purpose is to destroy those responsible for the desecration of the sacred tomb. But Isobel, wife of one of the explorers, resembles the beautiful princess, forcing the speechless and tormented monster to defy commands and abduct Isobel to an unknown fate.",88,Torn from the tomb to terrify the world!
2639,5000000,19032261,en,"Renowned film star Joan Crawford's abuse towards Christina, her adopted daughter, intensifies as her professional and romantic relationships turn sour.",128,Faye Dunaway is Joan Crawford. A star...a legend...and a mother...the illusion of perfection.
2640,55000000,300500000,en,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",143,You'll believe a man can fly.
2641,54000000,190458706,en,"Three escaped criminals from the planet Krypton, who have the same powers on Earth as Superman, test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who made himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",127,The Man of Steel meets his match!
