actorId,actorName
2923,Jet Li
2924,Sean Lau Ching-Wan
2925,Karen Mok Man-Wai
2926,Blythe Danner
2927,Claudio Santamaria
2928,Zbigniew Cybulski
2929,Iga Cembrzyńska
2930,Elżbieta Czyżewska
2931,Zita Johann
2932,David Manners
2933,Peter Cushing
2934,Yvonne Furneaux
2935,Diana Scarwid
2936,Steve Forrest
2937,Richard Pryor
2938,Jackie Cooper
2939,Helen Chandler
2940,Mae Clarke
2941,John Boles
2942,Lon Chaney Jr.
2943,Patric Knowles
2944,Hazel Court
2945,Robert Urquhart
2946,Annie McEnroe
2947,Reb Brown
2948,John Agar
2949,Mara Corday
2950,Barry Bostwick
2951,Kenneth Tobey
2952,Margaret Sheridan
2953,Robert Cornthwaite
2954,Richard Carlson
2955,Barbara Rush
2956,Charles Drake
2957,Gene Barry
2958,Ann Robinson
2959,Lewis Martin
2960,Kevin McCarthy
2961,King Donovan
2962,Hugh Marlowe
2963,Joan Taylor
2964,Donald Curtis
2965,Harry Guardino
2966,Gina McKee
2967,Craig Bierko
2968,Justin Chadwick
2969,Compay Segundo
2970,Eliades Ochoa
2971,Ry Cooder
2972,Eric McCormack
2973,Rafer Weigel
2974,Vanessa Martinez
2975,Irene Grazioli
2976,Anita Laurenzi
2977,Tony Goldwyn
2978,Mélanie Thierry
2979,Franka Potente
2980,Moritz Bleibtreu
2981,Herbert Knaup
2982,Barbara Adams
2983,Majel Barrett
2984,Jon Stewart
2985,David Wenham
2986,Lynette Curran
2987,Jacques Villeret
2988,Thierry Lhermitte
2989,Francis Huster
2990,Om Puri
2991,Akbar Kurtha
2992,Peter Phelps
2993,Carolyn Bock
2994,William Zappa
2995,Harley Jane Kozak
2996,Mary Kay Bergman
2997,Adrien Brody
2998,Jason Biggs
2999,Marie Rivière
3000,Béatrice Romand
3001,Alain Libolt
3002,Bill Barretta
3003,Rei Hance
3004,Joshua Leonard
3005,Michael C. Williams
3006,Sydney Pollack
3007,Joely Fisher
3008,Thomas Jane
3009,Mark Polish
3010,Michael Polish
3011,Michele Hicks
3012,Coleen Gray
3013,Vince Edwards
3014,Frank Silvera
3015,Jamie Smith
3016,Irene Kane
3017,Jean Simmons
3018,Sue Lyon
3019,Marisa Berenson
3020,Jean-Pierre Léaud
3021,Claire Maurier
3022,Albert Rémy
3023,Henri Serre
3024,Oskar Werner
3025,Cyndi Lauper
3026,Charlotte Lewis
3027,Stacey Glick
3028,Charles Bronson
3029,Jill Ireland
3030,Stephen Elliott
3031,Margaret Avery
3032,David Allen Brooks
3033,Amanda Pays
3034,Victor Love
3035,Plácido Domingo
3036,Katia Ricciarelli
3037,Justino Díaz
3038,Ray McAnally
3039,Ellen Greene
3040,Vincent Gardenia
3041,Jonathan Haze
3042,Jackie Joseph
3043,Mel Welles
3044,Richard Chamberlain
3045,Scott Valentine
3046,Nicole Picard
3047,Matt Mitler
3048,Kim Stanley
3049,Michelle Williams
3050,Vin Diesel
3051,Eli Marienthal
3052,Paul Burke
3053,Kevin McKidd
3054,Stephen McCole
3055,Adrian Grenier
3056,Clark Gregg
3057,Aleksa Palladino
3058,Giuseppe Andrews
3059,James DeBello
3060,Karyn Dwyer
3061,Christina Cox
3062,Alex Dimitriades
3063,Paul Capsis
3064,Julian Garner
3065,John Kerr
3066,Barbara Steele
3067,Jane Asher
3068,Gilda Radner
3069,Alan King
3070,Jonathan Scott-Taylor
3071,Rossano Brazzi
3072,Don Gordon
3073,Robert Hays
3074,Julie Hagerty
3075,Vince Vieluf
3076,Dana Hill
3077,Madolyn Smith Osborne
3078,Kevin O'Morrison
3079,John Ritter
3080,Michael J. Oliver
3081,Gabriel Damon
3082,René Auberjonois
3083,Darren McGavin
3084,Peter Billingsley
3085,Barry Watson
3086,Kiana Tom
3087,Bill Goldberg
3088,Junko Iwao
3089,Rica Matsumoto
3090,Shiho Niiyama
3091,LL Cool J
3092,Jason Gedrick
3093,David Suchet
3094,Mark Humphrey
3095,Stuart Margolin
3096,Rachel McLish
3097,Jason Cadieux
3098,Joanne Vannicola
3099,Cliff Robertson
3100,Hume Cronyn
3101,Alfred Drake
3102,José Wilker
3103,Sam Doumit
3104,Diane Venora
3105,Dennis Storhøi
3106,Shawn Hatosy
3107,James Purefoy
3108,Rami Doueiri
3109,Mohammad Chamas
3110,Rola Al Amin
3111,Bajram Severdžan
3112,Srđan 'Žika' Todorović
3113,Zabit Memedov
3114,Kyoko Koizumi
3115,Milo
3116,Micheál Mac Liammóir
3117,Robert Coote
3118,Howard Rollins
3119,Adolph Caesar
3120,Andi Garrett
3121,Sara Lane
3122,Paul Angelis
3123,John Clive
3124,Dick Emery
3125,David Byrne
3126,Chris Frantz
3127,Jerry Harrison
3128,Teresa Ann Savoy
3129,John Lennon
3130,Paul McCartney
3131,George Harrison
3132,Jade Gordon
3133,John Taylor
3134,Michael Des Barres
3135,Don Stroud
3136,William Ragsdale
3137,Amanda Bearse
3138,Nigel Terry
3139,John Raitt
3140,Carol Haney
3141,Gino Conforti
3142,Barbara Cook
3143,Roger Daltrey
3144,Vincent Van Patten
3145,Peter Barton
3146,Carol Cheng
3147,Eva Cobo
3148,Alan Tam
3149,Lola Forner
3150,Hannah Taylor-Gordon
3151,Loren Dean
3152,Kathleen Robertson
3153,Jean Smart
3154,Kevin Clash
3155,Natalia Cigliuti
3156,Emma Wiklund
3157,Melissa Joan Hart
3158,Susan May Pratt
3159,Brian Allard
3160,Amber Arrigotti
3161,Robynn Hayek
3162,Janice Rule
3163,Freddie Jones
3164,Barbara Jefford
3165,Victor Poletti
3166,Lanny Ross
3167,Sam Parker
3168,Pinto Colvig
3169,Jason Beghe
3170,John Pankow
3171,Kate McNeil
3172,A. Michael Baldwin
3173,Bill Thornbury
3174,Elaine Hendrix
3175,Peter Sarsgaard
3176,Lesley Ann Warren
3177,Luis Guzmán
3178,Alan Ruck
3179,Verna Bloom
3180,Inger Stevens
3181,Ed Begley
3182,Yuen Siu-Tien
3183,Hwang Jang-Lee
3184,Stefania Sandrelli
3185,Gastone Moschin
3186,Celia Johnson
3187,Everett Alvarez
3188,Ron Bliss
3189,Fred Cherry
3190,Davor Dujmović
3191,Borivoje Todorović
3192,Ljubica Adžović
3193,Charles Coburn
3194,Veronica Lake
3195,Robert Warwick
3196,Jean Peters
3197,Rita Hayworth
3198,Glenn Ford
3199,George Macready
3200,Mitzi Gaynor
3201,Michael Nouri
3202,Sunny Johnson
3203,Linh-Dan Pham
3204,Lee Marvin
3205,Gert Fröbe
3206,Honor Blackman
3207,Daniela Bianchi
3208,Pedro Armendáriz
3209,Ursula Andress
3210,Joseph Wiseman
3211,Brooke Shields
3212,Christopher Atkins
3213,Marianne Koch
3214,Gian Maria Volonté
3215,Philip Baker Hall
3216,Rob Reiner
3217,Colin Firth
3218,Ruth Gemmell
3219,Mark Strong
3220,Werner Herzog
3221,Catherine Oxenberg
3222,Richard Farnsworth
3223,Jane Galloway Heitz
3224,Nancy Kelly
3225,Patty McCormack
3226,Henry Jones
3227,Craig Warnock
3228,David Rappaport
3229,Kenny Baker
3230,Pierre Barouh
3231,José Lewgoy
3232,Ann Reinking
3233,Leland Palmer
3234,Jiang Wen
3235,Teng Rujun
3236,Lucas Black
3237,Amanda Peet
3238,Jenny Seagrove
3239,Dwier Brown
3240,Carey Lowell
3241,Nigel Green
3242,Guy Doleman
3243,Bruce Brown
3244,Mert Lawwill
3245,Joanna Cassidy
3246,Paul Le Mat
3247,Carole Bouquet
3248,Topol
3249,Robert Davi
3250,David Dukes
3251,Niall Tóibín
3252,Cora Lunny
3253,Claudine Auger
3254,Adolfo Celi
3255,Ali Larter
3256,Cloris Leachman
3257,Henry Dinhofer
3258,Youji Matsuda
3259,Yuriko Ishida
3260,Yuko Tanaka
3261,Lionel Abelanski
3262,Rufus
3263,Clément Harari
3264,Mark Borchardt
3265,Mike Schank
3266,Tom Schimmels
3267,Roberta Maxwell
3268,Émilie Dequenne
3269,Olivier Gourmet
3270,Fabrizio Rongione
3271,Michael Sarrazin
3272,Bruce Abbott
3273,Claude Earl Jones
3274,Cicely Tyson
3275,Ángel Ramírez
3276,Elizabeth Ashley
3277,Fritz Weaver
3278,Lois Chiles
3279,Dorothy Lamour
3280,Cooper Huckabee
3281,Kevin Conway
3282,Buster Keaton
3283,Marion Mack
3284,Glen Cavender
3285,Heather Menzies
3286,Natasha Pyne
3287,Billy Dee Williams
3288,Yōko Tsukasa
3289,Anthony Zerbe
3290,Rosalind Cash
3291,Brian Bedford
3292,Andy Devine
3293,James Cagney
3294,Nicholas Kadi
3295,Chief Dan George
3296,Andy Griffith
3297,Anthony Franciosa
3298,Harvey Atkin
3299,Russ Banham
3300,Richard Mulligan
3301,Hamilton Camp
3302,John Mengatti
3303,Patrick Dempsey
3304,Al Waxman
3305,Jack Nance
3306,BoJesse Christopher
3307,Stephen Fry
3308,Laurel Holloman
3309,Nicole Ari Parker
3310,Maggie Moore
3311,Eve Arden
3312,Hart Bochner
3313,Ikue Otani
3314,Mayumi Izuka
3315,Elaine Cassidy
3316,Arsinée Khanjian
3317,James Naughton
3318,John Livingston
3319,Yasiin Bey
3320,Robert Arkins
3321,Michael Aherne
3322,Angeline Ball
3323,Marjorie Reynolds
3324,Sara Gilbert
3325,Jaime Pressly
3326,Megan Edwards
3327,Sō Yamamura
3328,Carmen Maura
3329,Julieta Serrano
3330,Rosanna DeSoto
3331,Cher
3332,Will Geer
3333,Delle Bolton
3334,John Fraser
3335,Lou Jacobi
3336,Bruce Balden
3337,Jacqueline Bassett
3338,Symon Basterfield
3339,Ben Foster
3340,Orlando Jones
3341,Cecilia Roth
3342,Candela Peña
3343,Stan Laurel
3344,Oliver Hardy
3345,Henry Brandon
3346,Peggy Dow
3347,Lamberto Maggiorani
3348,Enzo Staiola
3349,Lianella Carell
3350,Tsutomu Yamazaki
3351,Kenichi Hagiwara
3352,James Wilby
3353,Rupert Graves
3354,Jane Darwell
3355,John Carradine
3356,June Allyson
3357,Margaret Sullavan
3358,Anne Archer
3359,Amanda Plummer
3360,Ed Berke
3361,Jewel
3362,Sheryl Lee Ralph
3363,Julie Hamilton
3364,Samantha Morton
3365,Mary Pickford
3366,Milla Davenport
3367,Percy Haswell
3368,Jean Gabin
3369,Pierre Fresnay
3370,Mark Harmon
3371,Bono
3372,The Edge
3373,Larry Mullen Jr.
3374,Freddie Cunliffe
3375,Lara Belmont
3376,Ray Winstone
3377,Kerwin Mathews
3378,Kathryn Grant
3379,Torin Thatcher
3380,Li Xuejian
3381,Itzhak Perlman
3382,Toby Stephens
3383,Allan Corduner
3384,Art Garfunkel
3385,Simone Signoret
3386,Heather Sears
3387,Mike Epps
3388,Vicellous Shannon
3389,Joe Breen
3390,Fred A. Leuchter Jr.
3391,Robert Jan van Pelt
3392,David Irving
3393,Reeve Carney
3394,Clea DuVall
3395,Frankie Muniz
3396,Ayesha Dharker
3397,Vishnuvardhan
3398,Krishna Kulasekaran
3399,Robert Strauss
3400,Don Taylor
3401,Victor Jory
3402,Otis Young
3403,David Hoflin
3404,Kevin Conroy
3405,David Marshall Grant
3406,Janet Gaynor
3407,Janet Suzman
3408,Dave Hill
3409,Frances Barber
3410,Brian Deacon
3411,Eiji Okada
3412,Kyôko Kishida
3413,Hiroko Itō
3414,Selma Blair
3415,Maria Schell
3416,Bruno Kirby
3417,Craig Ferguson
3418,David Rasche
3419,Orgyen Tobgyal
3420,Neten Chokling
3421,Jamyang Lodro
3422,Quinn Cummings
3423,Lauryn Hill
3424,Gary Kemp
3425,Mädchen Amick
3426,Anthony Wong Chau-Sang
3427,Benoît Poelvoorde
3428,Rémy Belvaux
3429,André Bonzel
3430,Carlos Gallardo
3431,Consuelo Gómez
3432,Jaime de Hoyos
3433,Estelle Getty
3434,Roy Dotrice
3435,Brian McElroy
3436,Frankie Acciarito
3437,Norman Reedus
3438,Anjanette Comer
3439,Susanne Zenor
3440,Kate Bornstein
3441,Seymour Cassel
3442,Val Avery
3443,Joanne Woodward
3444,Jack Gilford
3445,Guillaume Canet
3446,Mark Webber
3447,Zena Grey
3448,Nikita Hopkins
3449,Ken Sansom
3450,Wei Minzhi
3451,Zhang Huike
3452,Tian Zhenda
3453,Neville Brand
3454,Mel Ferrer
3455,Carolyn Jones
3456,Bruce Jones
3457,Julie Brown
3458,Gemma Phoenix
3459,Christian Roberts
3460,Judy Geeson
3461,Cole Hauser
3462,Charlotte Coleman
3463,Charles Kay
3464,Rosalind Ayres
3465,Al Ernest Garcia
3466,Merna Kennedy
3467,Virginia Cherrill
3468,Florence Lee
3469,Molly McCarthy
3470,Jackie Coogan
3471,Carl Miller
3472,Gerrit Graham
3473,Fred McCarren
3474,Miriam Flynn
3475,Vera-Ellen
3476,Benjamin Bratt
3477,Garry Shandling
3478,Mick Foley
3479,Terry Funk
3480,Vince McMahon
3481,John Tormey
3482,Cliff Gorman
3483,Loene Carmen
3484,Ben Mendelsohn
3485,Audrey Christie
3486,Caren Kaye
3487,Matt Lattanzi
3488,Edward G. Robinson
3489,Jim Lovell
3490,Russell Schweickart
3491,Eugene Cernan
3492,Judy Holliday
3493,John Harkins
3494,William Kerwin
3495,Mal Arnold
3496,Connie Mason
3497,Ron Brown
3498,Bryan Russell
3499,Linda Wallace
3500,Zachary Ittimangnaq
3501,Samson Jorah
3502,Claudia McNeil
3503,Ruby Dee
3504,Niamh Cusack
3505,Dennis Christopher
3506,Ron Howard
3507,Louis Calhern
3508,Sam Jaffe
3509,Jeffrey Hunter
3510,Carroll Baker
3511,Robert Vaughn
3512,Cora Lee Day
3513,Alva Rogers
3514,Barbara O. Jones
3515,Gottfried John
3516,Annie Potts
3517,Margaret Langrick
3518,Thomas F. Wilson
3519,Glenn Frey
3520,Bibi Besch
3521,Roseanne Barr
3522,Ed Begley Jr.
3523,Michael E. Knight
3524,Jerry Nelson
3525,Blaze Berdahl
3526,Patrick McGoohan
3527,Glenda Jackson
3528,Robert Wagner
3529,Kenneth More
3530,Ronald Allen
3531,Robert Ayres
3532,Virginia Mayo
3533,Robert Beatty
3534,Kerr Smith
3535,Jeanie Drynan
3536,Linal Haft
3537,Russell Dykstra
3538,Jack Wallace
3539,André Lacombe
3540,Margarita Terekhova
3541,Ignat Daniltsev
3542,Larisa Tarkovskaya
3543,Nick Cravat
3544,Eva Bartok
3545,Tracy Camilla Johns
3546,Tommy Redmond Hicks
3547,John Canada Terrell
3548,Tisha Campbell
3549,Rick Schroder
3550,Julie Sedgewick
3551,Hope Lange
3552,Deborah Raffin
3553,Ed Lauter
3554,Kay Lenz
3555,John P. Ryan
3556,Lesley-Anne Down
3557,Michael Parks
3558,Brian Tochi
3559,Josh Pais
3560,Laurie Faso
3561,Robbie Rist
3562,Tim Kelleher
3563,Michael Carmine
3564,Bolo Yeung Sze
3565,Tom T. Tran
3566,Aaliyah
3567,Leelee Sobieski
3568,Jodi Lyn O'Keefe
3569,Shane West
3570,Marla Sokoloff
3571,Susan Tyrrell
3572,Hossein Mahjoub
3573,Mohsen Ramezani
3574,Salameh Feyzi
3575,James Aubrey
3576,Tom Chapin
3577,Hugh Edwards
3578,Henry Bergman
3579,Yuriy Solomin
3580,Maksim Munzuk
3581,Mikhail Bychkov
3582,François Truffaut
3583,Myriam Boyer
3584,Jean-Luc Bideau
3585,Kylie Travis
3586,Shannon Whirry
3587,Corey Haim
3588,Kerri Green
3589,Iben Hjejle
3590,Todd Louiso
3591,Joshua Jackson
3592,Hill Harper
3593,Rudolph Valentino
3594,Vilma Banky
3595,George Fawcett
3596,Glen Campbell
3597,Navin Chowdhry
3598,Shabana Azmi
3599,Brad Davis
3600,Irene Miracle
3601,Bo Hopkins
3602,Natalya Bondarchuk
3603,Donatas Banionis
3604,Jüri Järvet
3605,Peter Finch
3606,Mac Davis
3607,Sondra Locke
3608,Shawn Doyle
3609,Scott Caan
3610,Carroll O'Connor
3611,David Roberts
3612,Sandy Winton
3613,Barbara Bach
3614,Screamin' Jay Hawkins
3615,Liza Minnelli
3616,Tawny Kitaen
3617,Adrian Zmed
3618,Kevin Peter Hall
3619,John Colicos
3620,Emmanuelle Chaulet
3621,Stephen Lack
3622,Katie Garner
3623,Dominic West
3624,Justin Theroux
3625,Josh Lucas
3626,Linda Bassett
3627,Ian Aspinall
3628,John Lydon
3629,Steve Jones
3630,Paul Cook
3631,Bobcat Goldthwait
3632,Bruce Baum
3633,Helmut Griem
3634,Victor Buono
3635,Forrest Tucker
3636,Coral Browne
3637,Ted Knight
3638,Sanaa Lathan
3639,Chris Warren
3640,Nigel Bruce
3641,Eric Mabius
3642,Kristen Johnston
3643,Antônio Fagundes
3644,Alexandre Borges
3645,Derick Martini
3646,Amy Hathaway
3647,Steven Martini
3648,Bodil Jørgensen
3649,Jens Albinus
3650,Anne Louise Hassing
3651,Golden Brooks
3652,Raphael Sbarge
3653,Jennifer Runyon
3654,Cliff DeYoung
3655,Janet Gunn
3656,Rick Dean
3657,Claudia Christian
3658,Richard Tyson
3659,Connie Nielsen
3660,John Simm
3661,Shaun Parkes
3662,Nicola Reynolds
3663,Valérie Kaprisky
3664,Art Metrano
3665,Ray Sharkey
3666,Leigh McCloskey
3667,Eleonora Giorgi
3668,Perry King
3669,Frederick Koehler
3670,Michel Elias
3671,Frédéric Legros
3672,Barry Pepper
3673,Amanda Schull
3674,Zoe Saldaña
3675,Brian Van Holt
3676,Jonathan Abrahams
3677,Kathryn Grayson
3678,Diane Pace
3679,Betty Garrett
3680,Mark Holton
3681,Mena Suvari
3682,Zak Orth
3683,Seann William Scott
3684,Tracey Ullman
3685,Lucy Liu
3686,John Standing
3687,Matthew Delamere
3688,Candace Hilligoss
3689,Herk Harvey
3690,Sidney Berger
3691,John Carroll
3692,Anna Lee
3693,Mack Swain
3694,Tom Murray
3695,Mady Correll
3696,Allison Roddan
3697,George Lazenby
3698,Diana Rigg
3699,Curd Jürgens
3700,Macha Méril
3701,Yolande Moreau
3702,Michael Lonsdale
3703,Britt Ekland
3704,Maxine Audley
3705,Jerry Desmonde
3706,Edna Purviance
3707,Clarence Geldart
3708,Susan Hayward
3709,Dennis O'Keefe
3710,Paul Giamatti
3711,Arnold Marlé
3712,Lauren Hutton
3713,Christopher George
3714,Catriona MacColl
3715,Carlo De Mejo
3716,Michael Hynson
3717,Robert August
3718,Lord James Blears
3719,Ugo Tognazzi
3720,Andrew Keir
3721,James Donald
3722,Elizabeth Maclellan
3723,Collin Bernsen
3724,Steve Welles
3725,Guy Rolfe
3726,Richard Lynch
3727,Ian Abercrombie
3728,Gordon Currie
3729,Chandra West
3730,Ash Adams
3731,Ian Ogilvy
3732,Leonard Whiting
3733,Olivia Hussey
3734,John McEnery
3735,Pam Dawber
3736,Cleavon Little
3737,Slim Pickens
3738,Patsy Garrett
3739,Allen Fiuzat
3740,Cynthia Smith
3741,Benjean
3742,Red Steagall
3743,Frank Inn
3744,Rosemary Clooney
3745,Charlotte Stewart
3746,Allen Joseph
3747,Patrick Disanto
3748,Eugene Tatu
3749,Alice Bag
3750,Claude Bessy
3751,Dave Mustaine
3752,Ozzy Osbourne
3753,Chris Holmes
3754,Mitchell Ryan
3755,Beau Bridges
3756,Catherine Chevallier
3757,Pierre-Marie Escourrou
3758,Anny Duperey
3759,Mark Herrier
3760,Wyatt Knight
3761,Tony Ganios
3762,Betsy Russell
3763,Janelle Brady
3764,Gil Brenton
3765,Robert Prichard
3766,Andree Maranda
3767,Mitch Cohen
3768,Jennifer Prichard
3769,Ron Fazio
3770,John Altamura
3771,Phoebe Legere
3772,Rick Collins
3773,Jason Lively
3774,Steve Marshall
3775,Jill Whitlow
3776,Richard Dawson
3777,María Conchita Alonso
3778,Rosanna Carter
3779,Ray Ramirez
3780,Joanne Samuel
3781,Hugh Keays-Byrne
3782,Bruce Spence
3783,Michael Preston
3784,Tina Turner
3785,Helen Buday
3786,David Carradine
3787,Lisa Bonet
3788,David Keith
3789,Brian Krause
3790,Alice Krige
3791,Leleti Khumalo
3792,John Kani
3793,Dwight Schultz
3794,Michael Ontkean
3795,Alessandro Nivola
3796,Adrian Lester
3797,Alan Bates
3798,Ron Thompson
3799,Lisa Jane Persky
3800,Jeffrey Lippa
3801,Darwin Joston
3802,Laurie Zimmer
3803,Cynda Williams
3804,Moses Gunn
3805,Allen Garfield
3806,Lisa Eichhorn
3807,Lindsay Wagner
3808,John Houseman
3809,John Randolph
3810,Jack Kehoe
3811,Jan Sterling
3812,Robert Arthur
3813,Michael Sacks
3814,Miriam Hopkins
3815,Kay Francis
3816,Dennis Dun
3817,Aleksandr Antonov
3818,Vladimir Barsky
3819,Grigori Aleksandrov
3820,Fernando Fernán Gómez
3821,Manuel Lozano
3822,Uxía Blanco
3823,Billy Crudup
3824,Julia Sawalha
3825,Imelda Staunton
3826,Anthony Anderson
3827,June Foray
3828,Keith Scott
3829,Frances Sternhagen
3830,Evan C. Kim
3831,Bong Soo Han
3832,Marilyn Joi
3833,Damian Chapa
3834,Jesse Borrego
3835,Bryan Brown
3836,M. Emmet Walsh
3837,David Tress
3838,Soon-Tek Oh
3839,Steven Williams
3840,Aki Aleong
3841,Yehuda Efroni
3842,Caroline Munro
3843,Tom Baker
3844,Paul Anthony
3845,Bowlegged Lou
3846,Kate Hardie
3847,Alex Kingston
3848,Spencer Breslin
3849,Emily Mortimer
3850,Anna Faris
3851,Jon Abrahams
3852,Jiang Wu
3853,He Zeng
3854,David Hemmings
3855,Sarah Miles
3856,Geraldine Fitzgerald
3857,Brock Peters
3858,Hamish Linklater
3859,Denny Kirkwood
3860,Mackenzie Firgens
3861,Lori Singer
3862,Hugh Jackman
3863,Mike White
3864,Chris Weitz
3865,Lupe Ontiveros
3866,Richard Clarkin
3867,Lori Heuring
3868,Susan Ward
3869,Matthew Settle
3870,Mick Jagger
3871,Camilla Sparv
3872,Patrick Wayne
3873,Taryn Power
3874,Raf Vallone
3875,Edward Woodward
3876,John Waters
3877,Kristin Griffith
3878,Mary Beth Hurt
3879,Harold Gould
3880,Norma Aleandro
3881,Héctor Alterio
3882,Hugo Arana
3883,Nobuko Miyamoto
3884,Ken Watanabe
3885,Vanessa Paradis
3886,Demetre Georgalas
3887,Shirley Henderson
3888,Piper Perabo
3889,Bridget Moynahan
3890,Lauren Ambrose
3891,Nicholas Brendon
3892,Martin Clunes
3893,Mark Damon
3894,Michèle Mercier
3895,Jason Evers
3896,Virginia Leith
3897,Leslie Daniels
3898,Geoffrey Lewis
3899,James Le Gros
3900,Reggie Bannister
3901,Jeff East
3902,John D'Aquino
3903,Felissa Rose
3904,Jonathan Tiersten
3905,Karen Fields
3906,Dolly Parton
3907,Dyanne Thorne
3908,Gregory Knoph
3909,Tony Mumolo
3910,George Brent
3911,Ethel Barrymore
3912,Donal Logue
3913,Ayelet Kaznelson
3914,John Hines
3915,Sergi López
3916,Jacques Viala
3917,RuPaul
3918,Tammy Faye Bakker
3919,Jim Bakker
3920,Brooke Langton
3921,Kate Hudson
3922,Charlotte Bradley
3923,Takehiro Murata
3924,Naomi Nishida
3925,Mayu Suzuki
3926,Steve Harvey
3927,D.L. Hughley
3928,Cedric the Entertainer
3929,Martha Scott
3930,Fay Bainter
3931,Van Heflin
3932,Michael Callan
3933,Eliza Dushku
3934,Mischa Barton
3935,Adrian Paul
3936,Bruce Payne
3937,Chris Rock
3938,María Galiana
3939,Ana Fernández
3940,Carlos Álvarez-Nóvoa
3941,Robert Pastorelli
3942,Peter Stormare
3943,Scott Speedman
3944,Jennifer Morrison
3945,Matthew Davis
3946,Murilo Benício
3947,Mark Feuerstein
3948,Björk
3949,Bob Balaban
3950,Jennifer Coolidge
3951,Hallie Eisenberg
3952,Zach Braff
3953,Ben Weber
3954,Michelle Rodriguez
3955,Jamie Tirelli
3956,Paul Calderon
3957,Wood Harris
3958,Clare Higgins
3959,Ashley Laurence
3960,Sean Chapman
3961,Kenneth Cranham
3962,Terry Farrell
3963,Kevin Bernhardt
3964,Frankie Avalon
3965,Martha Hyer
3966,Eszter Balint
3967,Richard Edson
3968,Robert Sterling
3969,Barbara Eden
3970,Raquel Welch
3971,Edmond O'Brien
3972,Bud Abbott
3973,Lou Costello
3974,W.C. Fields
3975,Cora Witherspoon
3976,Una Merkel
3977,Julie Adams
3978,Gloria Stuart
3979,William Harrigan
3980,James Best
3981,Ingrid Goude
3982,Ken Curtis
3983,Cynthia Rhodes
3984,Gene Simmons
3985,Michelle Michaels
3986,Robin Stille
3987,Michael Villella
3988,Crystal Bernard
3989,Jennifer Rhodes
3990,Kimberly McArthur
3991,Keely Christian
3992,Brittain Frye
3993,Maria Ford
3994,Angela O'Neill
3995,Wendy Martel
3996,Pamela Ross
3997,Gail Harris
3998,Melissa Moore
3999,Peter Spellos
4000,Savion Glover
4001,Lara Jill Miller
4002,Joshua Seth
4003,Bob Papenbrook
4004,Teri Polo
4005,Colin Farrell
4006,Clifton Collins Jr.
4007,Michael Rispoli
4008,Kelly Macdonald
4009,Kathrine Narducci
4010,Tim Meadows
4011,Tom Laughlin
4012,Delores Taylor
4013,Clark Howat
4014,E.G. Marshall
4015,Alan Young
4016,Yvette Mimieux
4017,Damon Martin
4018,Phil Fondacaro
4019,Harve Presnell
4020,Eric Blore
4021,Lizabeth Scott
4022,Tom Neal
4023,Ann Savage
4024,Claudia Drake
4025,Jamie Bell
4026,Gary Lewis
4027,Julie Walters
4028,Angie Dickinson
4029,Trisha Noble
4030,Ti Lung
4031,Kim Director
4032,Jeffrey Donovan
4033,Erica Leerhsen
4034,Jonathan Lipnicki
4035,Jim Carter
4036,Mark Ruffalo
4037,Jill St. John
4038,Charles Gray
4039,Taylor Momsen
4040,Jeffrey Tambor
4041,Ankie Spitzer
4042,Jamal Al Gashey
4043,Cheryl Chase
4044,Ioan Gruffudd
4045,Monica Bellucci
4046,Giuseppe Sulfaro
4047,Luciano Federico
4048,Zhang Ziyi
4049,Laila Robins
4050,Maryam d'Abo
4051,Joe Don Baker
4052,Peter Cullen
4053,Frank Welker
4054,Caroline Kava
4055,Leslie Hope
4056,Lonette McKee
4057,Jason Statham
4058,Alan Ford
4059,Ashton Kutcher
4060,Jennifer Garner
4061,Eartha Kitt
4062,Tom Bower
4063,Rob Brown
4064,Chris Noth
4065,Tim Blake Nelson
4066,Gerard Butler
4067,Barry McEvoy
4068,Brían F. O'Byrne
4069,Anna Friel
4070,Steven Culp
4071,Wes Bentley
4072,Mike Nussbaum
4073,Aileen Quinn
4074,Carol Burnett
4075,Garcelle Beauvais
4076,Sean Patrick Thomas
4077,Kerry Washington
4078,Gail Strickland
4079,Robert DoQui
4080,Sid Haig
4081,Antonio Fargas
4082,Peter Brown
4083,Bernie Casey
4084,Marley Shelton
4085,Melissa George
4086,Justin Chambers
4087,Bibiana Beglau
4088,Nadja Uhl
4089,Martin Wuttke
4090,Laurent Lucas
4091,Mathilde Seigner
4092,Joshua Zuehlke
4093,Alex English
4094,Arsenio Hall
4095,Donald F. Muhich
4096,Monique Gabrielle
4097,Lori Loughlin
4098,Paul Rodríguez
4099,Deanna Oliver
4100,Timothy Stack
4101,Amanda Peterson
4102,Courtney Gains
4103,David Andrews
4104,Pamela Gidley
4105,Tatyana Ali
4106,Billie Allen
4107,Victoria Racimo
4108,Ellen Sandweiss
4109,Richard DeManincor
4110,Robert Townsend
4111,Craigus R. Johnson
4112,Helen Martin
4113,Sebastian Rice-Edwards
4114,Geraldine Muir
4115,Lance Guest
4116,Tom Courtenay
4117,Kirk Cameron
4118,Margaret Colin
4119,Maureen Stapleton
4120,Ann Magnuson
4121,André Gower
4122,Robby Kiger
4123,Michele Little
4124,Robert Trebor
4125,Lara Harris
4126,Shalom Harlow
4127,Brad Johnson
4128,Janaya Stephens
4129,David Boreanaz
4130,Rebecca Pan
4131,Fernando Ramallo
4132,Jordi Vilches
