movieId,actor
2644,Helen Chandler
2644,David Manners
2648,Colin Clive
2648,Mae Clarke
2648,John Boles
2651,Lon Chaney Jr.
2651,Bela Lugosi
2651,Patric Knowles
2652,Peter Cushing
2652,Hazel Court
2652,Robert Urquhart
2654,Lon Chaney Jr.
2654,Claude Rains
2654,Ralph Bellamy
2655,Christopher Lee
2655,Annie McEnroe
2655,Reb Brown
2656,John Agar
2656,Mara Corday
2656,Leo G. Carroll
2657,Tim Curry
2657,Susan Sarandon
2657,Barry Bostwick
2659,Dan Aykroyd
2659,John Candy
2659,Cheech Marin
2660,Kenneth Tobey
2660,Margaret Sheridan
2660,Robert Cornthwaite
2661,Richard Carlson
2661,Barbara Rush
2661,Charles Drake
2662,Gene Barry
2662,Ann Robinson
2662,Lewis Martin
2664,Kevin McCarthy
2664,Dana Wynter
2664,King Donovan
2665,Hugh Marlowe
2665,Joan Taylor
2665,Donald Curtis
2668,Louis Jourdan
2668,Adrienne Barbeau
2668,Ray Wise
2669,Gregory Peck
2669,Harry Guardino
2669,Rip Torn
2670,Clark Gable
2670,Burt Lancaster
2670,Jack Warden
2671,Julia Roberts
2671,Hugh Grant
2671,Gina McKee
2672,Craig Bierko
2672,Armin Mueller-Stahl
2672,Gretchen Mol
2674,Julian Sands
2674,Saffron Burrows
2674,Justin Chadwick
2676,Anthony Hopkins
2676,Cuba Gooding Jr.
2676,Donald Sutherland
2677,Compay Segundo
2677,Eliades Ochoa
2677,Ry Cooder
2681,Eric McCormack
2681,Rafer Weigel
2681,Audie England
2682,Mary Elizabeth Mastrantonio
2682,David Strathairn
2682,Vanessa Martinez
2683,Mike Myers
2683,Heather Graham
2683,Michael York
2686,Carlo Cecchi
2686,Irene Grazioli
2686,Anita Laurenzi
2687,Tony Goldwyn
2687,Minnie Driver
2687,Glenn Close
2688,John Travolta
2688,Madeleine Stowe
2688,James Cromwell
2690,Cate Blanchett
2690,Minnie Driver
2690,Rupert Everett
2691,Tim Roth
2691,Pruitt Taylor Vince
2691,Mélanie Thierry
2692,Franka Potente
2692,Moritz Bleibtreu
2692,Herbert Knaup
2693,Denise Crosby
2693,Barbara Adams
2693,Majel Barrett
2694,Adam Sandler
2694,Joey Lauren Adams
2694,Jon Stewart
2695,David Wenham
2695,Toni Collette
2695,Lynette Curran
2696,Jacques Villeret
2696,Thierry Lhermitte
2696,Francis Huster
2697,Om Puri
2697,Rachel Griffiths
2697,Akbar Kurtha
2698,Peter Phelps
2698,Carolyn Bock
2698,William Zappa
2699,Jeff Daniels
2699,Harley Jane Kozak
2699,John Goodman
2700,Trey Parker
2700,Matt Stone
2700,Mary Kay Bergman
2701,Will Smith
2701,Kevin Kline
2701,Kenneth Branagh
2702,John Leguizamo
2702,Adrien Brody
2702,Mira Sorvino
2706,Jason Biggs
2706,Chris Klein
2706,Thomas Ian Nicholas
2707,Jeff Bridges
2707,Tim Robbins
2707,Joan Cusack
2708,Marie Rivière
2708,Béatrice Romand
2708,Alain Libolt
2709,Dave Goelz
2709,Steve Whitmire
2709,Bill Barretta
2710,Rei Hance
2710,Joshua Leonard
2710,Michael C. Williams
2712,Tom Cruise
2712,Nicole Kidman
2712,Sydney Pollack
2713,Bill Pullman
2713,Bridget Fonda
2713,Oliver Platt
2716,Bill Murray
2716,Dan Aykroyd
2716,Sigourney Weaver
2717,Bill Murray
2717,Dan Aykroyd
2717,Sigourney Weaver
2718,Kirsten Dunst
2718,Ellen Barkin
2718,Denise Richards
2719,Liam Neeson
2719,Lili Taylor
2719,Catherine Zeta-Jones
2720,Matthew Broderick
2720,Rupert Everett
2720,Joely Fisher
2722,Thomas Jane
2722,Saffron Burrows
2722,Samuel L. Jackson
2723,Ben Stiller
2723,Hank Azaria
2723,William H. Macy
2724,Julia Roberts
2724,Richard Gere
2724,Joan Cusack
2725,Mark Polish
2725,Michael Polish
2725,Michele Hicks
2726,Sterling Hayden
2726,Coleen Gray
2726,Vince Edwards
2727,Frank Silvera
2727,Jamie Smith
2727,Irene Kane
2728,Kirk Douglas
2728,Laurence Olivier
2728,Jean Simmons
2729,James Mason
2729,Shelley Winters
2729,Sue Lyon
2730,Ryan O'Neal
2730,Marisa Berenson
2730,Patrick Magee
2731,Jean-Pierre Léaud
2731,Claire Maurier
2731,Albert Rémy
2732,Henri Serre
2732,Oskar Werner
2732,Jeanne Moreau
2733,Jeff Goldblum
2733,Cyndi Lauper
2733,Peter Falk
2734,Harrison Ford
2734,Helen Mirren
2734,River Phoenix
2735,Eddie Murphy
2735,Charles Dance
2735,Charlotte Lewis
2736,Jonathan Silverman
2736,Blythe Danner
2736,Stacey Glick
2737,Charles Bronson
2737,Jill Ireland
2737,Stephen Elliott
2738,Diane Keaton
2738,Jessica Lange
2738,Sissy Spacek
2739,Danny Glover
2739,Whoopi Goldberg
2739,Margaret Avery
2740,David Allen Brooks
2740,Rod Steiger
2740,Amanda Pays
2741,Richard Gere
2741,Kim Basinger
2741,Jeroen Krabbé
2742,Gérard Depardieu
2742,Michel Blanc
2742,Miou-Miou
2743,Victor Love
2743,Matt Dillon
2743,Elizabeth McGovern
2744,Plácido Domingo
2744,Katia Ricciarelli
2744,Justino Díaz
2745,Robert De Niro
2745,Jeremy Irons
2745,Ray McAnally
2746,Rick Moranis
2746,Ellen Greene
2746,Vincent Gardenia
2747,Jonathan Haze
2747,Jackie Joseph
2747,Mel Welles
2748,Richard Chamberlain
2748,Sharon Stone
2748,James Earl Jones
2749,Jane Fonda
2749,Jeff Bridges
2749,Raúl Juliá
2750,Danny Aiello
2750,Jeff Daniels
2750,Mia Farrow
2751,Judd Nelson
2751,Elizabeth Perkins
2751,John Hurt
2752,Shelley Long
2752,Bette Midler
2752,Peter Coyote
2754,Scott Valentine
2754,Nicole Picard
2754,Matt Mitler
2757,Jessica Lange
2757,Sam Shepard
2757,Kim Stanley
2759,Kirsten Dunst
2759,Michelle Williams
2759,Dan Hedaya
2761,Vin Diesel
2761,Eli Marienthal
2761,Jennifer Aniston
2762,Bruce Willis
2762,Haley Joel Osment
2762,Toni Collette
2763,Pierce Brosnan
2763,Rene Russo
2763,Denis Leary
2764,Steve McQueen
2764,Faye Dunaway
2764,Paul Burke
2765,Ewen Bremner
2765,Kevin McKidd
2765,Stephen McCole
2766,Adrian Grenier
2766,Clark Gregg
2766,Aleksa Palladino
2769,Mark Wahlberg
2769,Joaquin Phoenix
2769,Charlize Theron
2770,Steve Martin
2770,Eddie Murphy
2770,Heather Graham
2771,Claire Danes
2771,Kate Beckinsale
2771,Bill Pullman
2772,Giuseppe Andrews
2772,James DeBello
2772,Edward Furlong
2774,Karyn Dwyer
2774,Christina Cox
2774,Wendy Crewson
2775,Alex Dimitriades
2775,Paul Capsis
2775,Julian Garner
2779,Warren Beatty
2779,Julie Christie
2779,James Mason
2782,Vincent Price
2782,John Kerr
2782,Barbara Steele
2784,Vincent Price
2784,Hazel Court
2784,Jane Asher
2786,Gene Wilder
2786,Gilda Radner
2786,Dom DeLuise
2787,Drew Barrymore
2787,James Woods
2787,Alan King
2788,Graham Chapman
2788,John Cleese
2788,Terry Gilliam
2789,William Holden
2789,Lee Grant
2789,Jonathan Scott-Taylor
2790,Sam Neill
2790,Rossano Brazzi
2790,Don Gordon
2791,Robert Hays
2791,Julie Hagerty
2791,Leslie Nielsen
2792,Lloyd Bridges
2792,Raymond Burr
2792,Chuck Connors
2793,Tom Everett Scott
2793,Julie Delpy
2793,Vince Vieluf
2794,Chevy Chase
2794,Beverly D'Angelo
2794,Dana Hill
2795,Chevy Chase
2795,Beverly D'Angelo
2795,Anthony Michael Hall
2796,Chevy Chase
2796,Madolyn Smith Osborne
2796,Kevin O'Morrison
2797,Tom Hanks
2797,Elizabeth Perkins
2797,Robert Loggia
2798,John Ritter
2798,Jack Warden
2798,Michael J. Oliver
2799,John Ritter
2799,Michael J. Oliver
2799,Jack Warden
2800,Gabriel Damon
2800,Mickey Rooney
2800,René Auberjonois
2801,Ralph Fiennes
2801,Cate Blanchett
2801,Ciarán Hinds
2802,Mel Gibson
2802,Michelle Pfeiffer
2802,Kurt Russell
2803,Julia Roberts
2803,Denzel Washington
2803,Sam Shepard
2804,Melinda Dillon
2804,Darren McGavin
2804,Peter Billingsley
2805,Hugh Grant
2805,James Caan
2805,Jeanne Tripplehorn
2806,Helen Mirren
2806,Katie Holmes
2806,Barry Watson
2807,Jean-Claude Van Damme
2807,Kiana Tom
2807,Bill Goldberg
2808,Jean-Claude Van Damme
2808,Dolph Lundgren
2808,Ally Walker
2810,Junko Iwao
2810,Rica Matsumoto
2810,Shiho Niiyama
2812,Omar Epps
2812,LL Cool J
2812,Nia Long
2813,Johnny Depp
2813,Dennis Hopper
2813,John Turturro
2815,Louis Gossett Jr.
2815,Jason Gedrick
2815,David Suchet
2816,Louis Gossett Jr.
2816,Mark Humphrey
2816,Stuart Margolin
2817,Louis Gossett Jr.
2817,Rachel McLish
2817,Paul Freeman
2818,Louis Gossett Jr.
2818,Jason Cadieux
2818,Joanne Vannicola
2819,Robert Redford
2819,Faye Dunaway
2819,Cliff Robertson
2820,Richard Burton
2820,Hume Cronyn
2820,Alfred Drake
2822,Sean Connery
2822,Lorraine Bracco
2822,José Wilker
2824,Sam Doumit
2826,Antonio Banderas
2826,Diane Venora
2826,Dennis Storhøi
2827,Johnny Depp
2827,Charlize Theron
2827,Joe Morton
2828,Brendan Fraser
2828,Sarah Jessica Parker
2828,Alfred Molina
2829,Albert Brooks
2829,Sharon Stone
2829,Andie MacDowell
2835,Cuba Gooding Jr.
2835,Skeet Ulrich
2835,Peter Firth
2836,Shawn Hatosy
2836,Amy Smart
2836,Alec Baldwin
2837,Kevin McKidd
2837,Hugo Weaving
2837,James Purefoy
2839,Rami Doueiri
2839,Mohammad Chamas
2839,Rola Al Amin
2840,Patricia Arquette
2840,Gabriel Byrne
2840,Jonathan Pryce
2841,Kevin Bacon
2841,Kathryn Erbe
2841,Illeana Douglas
2843,Bajram Severdžan
2843,Srđan 'Žika' Todorović
2843,Zabit Memedov
2844,Owen Wilson
2844,Janeane Garofalo
2844,Brian Cox
2846,Dudley Moore
2846,Kyoko Koizumi
2846,Milo
2847,Cary Grant
2847,Jean Arthur
2847,Thomas Mitchell
2848,Orson Welles
2848,Micheál Mac Liammóir
2848,Robert Coote
2852,Howard Rollins
2852,Adolph Caesar
2852,Art Evans
2856,Andi Garrett
2856,Sara Lane
2856,Joan Crawford
2857,Paul Angelis
2857,John Clive
2857,Dick Emery
2858,Kevin Spacey
2858,Annette Bening
2858,Thora Birch
2859,David Byrne
2859,Chris Frantz
2859,Jerry Harrison
2860,Martin Lawrence
2860,Luke Wilson
2860,Dave Chappelle
2861,Kevin Costner
2861,Kelly Preston
2861,John C. Reilly
2862,Malcolm McDowell
2862,Teresa Ann Savoy
2862,Helen Mirren
2863,John Lennon
2863,Paul McCartney
2863,George Harrison
2865,Jade Gordon
2865,John Taylor
2865,Michael Des Barres
2866,Gary Busey
2866,Don Stroud
2866,Charles Martin Smith
2867,Chris Sarandon
2867,William Ragsdale
2867,Amanda Bearse
2868,Roddy McDowall
2868,William Ragsdale
2868,Traci Lind
2870,Robert Redford
2870,Jane Fonda
2870,Charles Boyer
2871,Jon Voight
2871,Burt Reynolds
2871,Ned Beatty
2872,Nigel Terry
2872,Nicol Williamson
2872,Helen Mirren
2874,Doris Day
2874,John Raitt
2874,Carol Haney
2875,Jodie Foster
2875,Richard Gere
2875,Bill Pullman
2876,Jodi Benson
2876,Gino Conforti
2876,Barbara Cook
2877,Oliver Reed
2877,Ann-Margret
2877,Roger Daltrey
2878,Linda Blair
2878,Vincent Van Patten
2878,Peter Barton
2879,Jackie Chan
2879,Carol Cheng
2879,Eva Cobo
2880,Jackie Chan
2880,Alan Tam
2880,Lola Forner
2881,Ashley Judd
2881,Tommy Lee Jones
2881,Bruce Greenwood
2882,Robin Williams
2882,Liev Schreiber
2882,Hannah Taylor-Gordon
2883,Loren Dean
2883,Hope Davis
2883,Jason Lee
2884,Natasha Henstridge
2884,Luke Wilson
2884,Kathleen Robertson
2885,Sarah Polley
2885,Stephen Rea
2885,Jean Smart
2886,Kevin Clash
2886,Mandy Patinkin
2886,Vanessa Williams
2887,Dennis Rodman
2887,Natalia Cigliuti
2887,Emma Wiklund
2888,Melissa Joan Hart
2888,Adrian Grenier
2888,Susan May Pratt
2889,Russell Crowe
2889,Hank Azaria
2889,Mary McCormack
2890,George Clooney
2890,Mark Wahlberg
2890,Ice Cube
2891,Jeremy Northam
2891,Steve Zahn
2891,William H. Macy
2892,Christopher Walken
2892,Willem Dafoe
2892,Asia Argento
2893,Jonny Lee Miller
2893,Robert Carlyle
2893,Liv Tyler
2894,Brian Allard
2894,Amber Arrigotti
2894,Robynn Hayek
2896,William Holden
2896,Richard Widmark
2896,Janice Rule
2897,Freddie Jones
2897,Barbara Jefford
2897,Victor Poletti
2898,Timothy Hutton
2898,Amy Madigan
2898,Michael Rooker
2899,Lanny Ross
2899,Sam Parker
2899,Pinto Colvig
2900,Jason Beghe
2900,John Pankow
2900,Kate McNeil
2901,Angus Scrimm
2901,A. Michael Baldwin
2901,Bill Thornbury
2902,Anthony Perkins
2902,Vera Miles
2902,Meg Tilly
2903,Anthony Perkins
2903,Diana Scarwid
2903,Jeff Fahey
2905,Toshirō Mifune
2905,Tatsuya Nakadai
2905,Keiju Kobayashi
2906,Harrison Ford
2906,Kristin Scott Thomas
2906,Charles S. Dutton
2907,Molly Shannon
2907,Will Ferrell
2907,Elaine Hendrix
2908,Hilary Swank
2908,Chloë Sevigny
2908,Peter Sarsgaard
2912,Terence Stamp
2912,Lesley Ann Warren
2912,Luis Guzmán
2915,Tom Cruise
2915,Rebecca De Mornay
2915,Joe Pantoliano
2916,Arnold Schwarzenegger
2916,Rachel Ticotin
2916,Sharon Stone
2917,William Hurt
2917,Kathleen Turner
2917,Richard Crenna
2918,Matthew Broderick
2918,Alan Ruck
2918,Mia Sara
2919,Mel Gibson
2919,Sigourney Weaver
2919,Linda Hunt
2921,Clint Eastwood
2921,Verna Bloom
2921,Marianna Hill
2922,Clint Eastwood
2922,Inger Stevens
2922,Ed Begley
2924,Jackie Chan
2924,Yuen Siu-Tien
2924,Hwang Jang-Lee
2925,Jean-Louis Trintignant
2925,Stefania Sandrelli
2925,Gastone Moschin
2926,Ricki Lake
2926,Divine
2926,Debbie Harry
2927,Celia Johnson
2927,Trevor Howard
2927,Stanley Holloway
2928,Bill Murray
2928,Theresa Russell
2928,Catherine Hicks
2929,Warren Beatty
2929,Diane Keaton
2929,Edward Herrmann
2930,Everett Alvarez
2930,Ron Bliss
2930,Fred Cherry
2931,Davor Dujmović
2931,Borivoje Todorović
2931,Ljubica Adžović
2932,Richard Gere
2932,Brooke Adams
2932,Sam Shepard
2935,Barbara Stanwyck
2935,Henry Fonda
2935,Charles Coburn
2936,Joel McCrea
2936,Veronica Lake
2936,Robert Warwick
2937,Claudette Colbert
2937,Joel McCrea
2937,Mary Astor
2939,Marilyn Monroe
2939,Joseph Cotten
2939,Jean Peters
2940,Rita Hayworth
2940,Glenn Ford
2940,George Macready
2941,Rossano Brazzi
2941,Mitzi Gaynor
2941,John Kerr
2942,Jennifer Beals
2942,Michael Nouri
2942,Sunny Johnson
2943,Catherine Deneuve
2943,Vincent Perez
2943,Linh-Dan Pham
2944,Lee Marvin
2944,Ernest Borgnine
2944,Charles Bronson
2946,George Harrison
2946,John Lennon
2946,Paul McCartney
2947,Sean Connery
2947,Gert Fröbe
2947,Honor Blackman
2948,Sean Connery
2948,Daniela Bianchi
2948,Pedro Armendáriz
2949,Sean Connery
2949,Ursula Andress
2949,Joseph Wiseman
2950,Brooke Shields
2950,Christopher Atkins
2950,Leo McKern
2951,Clint Eastwood
2951,Marianne Koch
2951,Gian Maria Volonté
2952,Philip Baker Hall
2952,John C. Reilly
2952,Gwyneth Paltrow
2953,Macaulay Culkin
2953,Joe Pesci
2953,Daniel Stern
2956,Tom Berenger
2956,Mimi Rogers
2956,Lorraine Bracco
2959,Edward Norton
2959,Brad Pitt
2959,Helena Bonham Carter
2961,Bruce Willis
2961,Michelle Pfeiffer
2961,Rob Reiner
2962,Colin Firth
2962,Ruth Gemmell
2962,Mark Strong
2964,Ewen Bremner
2964,Chloë Sevigny
2964,Werner Herzog
2965,Casper Van Dien
2965,Michael York
2965,Catherine Oxenberg
2966,Richard Farnsworth
2966,Sissy Spacek
2966,Jane Galloway Heitz
2967,Nancy Kelly
2967,Patty McCormack
2967,Henry Jones
2968,Craig Warnock
2968,David Rappaport
2968,Kenny Baker
2969,Anouk Aimée
2969,Jean-Louis Trintignant
2969,Pierre Barouh
2970,Klaus Kinski
2970,Claudia Cardinale
2970,José Lewgoy
2971,Roy Scheider
2971,Ann Reinking
2971,Leland Palmer
2972,Gong Li
2972,Jiang Wen
2972,Teng Rujun
2973,Woody Allen
2973,Martin Landau
2973,Mia Farrow
2974,Lou Diamond Phillips
2974,Dina Meyer
2974,Bob Gunton
2975,Taye Diggs
2975,Morris Chestnut
2975,Nia Long
2976,Nicolas Cage
2976,Patricia Arquette
2976,John Goodman
2977,Melanie Griffith
2977,David Morse
2977,Lucas Black
2978,Matthew Perry
2978,Neve Campbell
2978,Dylan McDermott
2979,Jerry O'Connell
2979,Amanda Peet
2979,Sean Patrick Flanery
2982,Jenny Seagrove
2982,Dwier Brown
2982,Carey Lowell
2983,Michael Caine
2983,Nigel Green
2983,Guy Doleman
2984,Steve McQueen
2984,Bruce Brown
2984,Mert Lawwill
2985,Peter Weller
2985,Nancy Allen
2985,Dan O'Herlihy
2986,Peter Weller
2986,Nancy Allen
2986,Tom Noonan
2987,Bob Hoskins
2987,Christopher Lloyd
2987,Joanna Cassidy
2988,Paul Le Mat
2988,Mary Steenburgen
2988,Jason Robards
2989,Roger Moore
2989,Carole Bouquet
2989,Topol
2990,Timothy Dalton
2990,Carey Lowell
2990,Robert Davi
2991,Roger Moore
2991,Yaphet Kotto
2991,Jane Seymour
2992,David Dukes
2992,Niall Tóibín
2992,Cora Lunny
2993,Sean Connery
2993,Claudine Auger
2993,Adolfo Celi
2995,Geoffrey Rush
2995,Famke Janssen
2995,Ali Larter
2996,Meryl Streep
2996,Cloris Leachman
2996,Henry Dinhofer
2997,John Cusack
2997,John Malkovich
2997,Cameron Diaz
3000,Youji Matsuda
3000,Yuriko Ishida
3000,Yuko Tanaka
3002,Werner Herzog
3002,Klaus Kinski
3002,Claudia Cardinale
3003,Lionel Abelanski
3003,Rufus
3003,Clément Harari
3004,Chris O'Donnell
3004,Renée Zellweger
3004,Artie Lange
3005,Denzel Washington
3005,Angelina Jolie
3005,Queen Latifah
3006,Al Pacino
3006,Russell Crowe
3006,Christopher Plummer
3007,Mark Borchardt
3007,Mike Schank
3007,Tom Schimmels
3008,Don McKellar
3008,Sandra Oh
3008,Roberta Maxwell
3010,Émilie Dequenne
3010,Olivier Gourmet
3010,Fabrizio Rongione
3011,Jane Fonda
3011,Michael Sarrazin
3011,Susannah York
3013,Jeffrey Combs
3013,Bruce Abbott
3013,Claude Earl Jones
3014,Richard Pryor
3014,Cicely Tyson
3014,Ángel Ramírez
3015,Geneviève Bujold
3015,Michael Douglas
3015,Elizabeth Ashley
3016,Hal Holbrook
3016,Adrienne Barbeau
3016,Fritz Weaver
3017,Lois Chiles
3017,George Kennedy
3017,Dorothy Lamour
3018,Jeffrey Combs
3018,Bruce Abbott
3018,Barbara Crampton
3019,Matt Dillon
3019,Kelly Lynch
3019,James Remar
3020,Michael Douglas
3020,Robert Duvall
3020,Barbara Hershey
3021,Elizabeth Berridge
3021,Cooper Huckabee
3021,Kevin Conway
3022,Buster Keaton
3022,Marion Mack
3022,Glen Cavender
3024,Bradford Dillman
3024,Heather Menzies
3024,Kevin McCarthy
3028,Elizabeth Taylor
3028,Richard Burton
3028,Natasha Pyne
3029,Sylvester Stallone
3029,Billy Dee Williams
3029,Rutger Hauer
3030,Toshirō Mifune
3030,Tatsuya Nakadai
3030,Yōko Tsukasa
3031,Linda Blair
3031,Ned Beatty
3031,Leslie Nielsen
3032,Charlton Heston
3032,Anthony Zerbe
3032,Rosalind Cash
3033,Mel Brooks
3033,John Candy
3033,Rick Moranis
3034,Brian Bedford
3034,Phil Harris
3034,Andy Devine
3035,Henry Fonda
3035,James Cagney
3035,William Powell
3036,Everett McGill
3036,Ron Perlman
3036,Nicholas Kadi
3037,Dustin Hoffman
3037,Faye Dunaway
3037,Chief Dan George
3038,Andy Griffith
3038,Patricia Neal
3038,Anthony Franciosa
3039,Dan Aykroyd
3039,Eddie Murphy
3039,Ralph Bellamy
3040,Bill Murray
3040,Harvey Atkin
3040,Russ Banham
3041,Richard Mulligan
3041,Hamilton Camp
3041,John Mengatti
3042,Sally Kellerman
3042,Patrick Dempsey
3042,Al Waxman
3043,Corey Feldman
3043,Jack Nance
3043,BoJesse Christopher
3044,Kenneth Branagh
3044,Emma Thompson
3044,Derek Jacobi
3045,Kenneth Branagh
3045,Stephen Fry
3045,Emma Thompson
3046,Laurel Holloman
3046,Nicole Ari Parker
3046,Maggie Moore
3048,Chevy Chase
3048,Carrie Fisher
3048,Eve Arden
3051,Susan Sarandon
3051,Natalie Portman
3051,Hart Bochner
3052,Ben Affleck
3052,Matt Damon
3052,Linda Fiorentino
3053,Milla Jovovich
3053,John Malkovich
3053,Faye Dunaway
3054,Rica Matsumoto
3054,Ikue Otani
3054,Mayumi Izuka
3055,Bob Hoskins
3055,Elaine Cassidy
3055,Arsinée Khanjian
3056,Maura Tierney
3056,Adrien Brody
3056,James Naughton
3057,Miguel Ferrer
3057,John Livingston
3057,Yasiin Bey
3060,Robert Arkins
3060,Michael Aherne
3060,Angeline Ball
3061,Bing Crosby
3061,Fred Astaire
3061,Marjorie Reynolds
3062,Henry Fonda
3062,John Wayne
3062,Robert Mitchum
3063,Drew Barrymore
3063,Sara Gilbert
3063,Tom Skerritt
3064,Jaime Pressly
3064,Megan Edwards
3064,Michael Des Barres
3066,Martin Balsam
3066,Sō Yamamura
3066,Jason Robards
3067,Carmen Maura
3067,Antonio Banderas
3067,Julieta Serrano
3068,Paul Newman
3068,Charlotte Rampling
3068,Jack Warden
3070,Peter Weller
3070,John Lithgow
3070,Ellen Barkin
3071,Edward James Olmos
3071,Lou Diamond Phillips
3071,Rosanna DeSoto
3072,Cher
3072,Nicolas Cage
3072,Vincent Gardenia
3073,Elizabeth Taylor
3073,Richard Burton
3073,Eva Marie Saint
3074,Robert Redford
3074,Will Geer
3074,Delle Bolton
3075,Catherine Deneuve
3075,Ian Hendry
3075,John Fraser
3076,Shirley MacLaine
3076,Jack Lemmon
3076,Lou Jacobi
3077,Bruce Balden
3077,Jacqueline Bassett
3077,Symon Basterfield
3078,Adrien Brody
3078,Ben Foster
3078,Orlando Jones
3079,Frances O'Connor
3079,Lindsay Duncan
3079,James Purefoy
3081,Johnny Depp
3081,Christina Ricci
3081,Miranda Richardson
3082,Pierce Brosnan
3082,Sophie Marceau
3082,Robert Carlyle
3083,Cecilia Roth
3083,Marisa Paredes
3083,Candela Peña
3086,Stan Laurel
3086,Oliver Hardy
3086,Henry Brandon
3087,Bill Murray
3087,Karen Allen
3087,John Forsythe
3088,James Stewart
3088,Josephine Hull
3088,Peggy Dow
3089,Lamberto Maggiorani
3089,Enzo Staiola
3089,Lianella Carell
3090,Chris Cooper
3090,James Earl Jones
3090,Mary McDonnell
3091,Tatsuya Nakadai
3091,Tsutomu Yamazaki
3091,Kenichi Hagiwara
3093,Warren Beatty
3093,Julie Christie
3093,René Auberjonois
3094,James Wilby
3094,Hugh Grant
3094,Rupert Graves
3095,Henry Fonda
3095,Jane Darwell
3095,John Carradine
3096,June Allyson
3096,David Niven
3096,Jessie Royce Landis
3097,Margaret Sullavan
3097,James Stewart
3097,Frank Morgan
3098,Robert Redford
3098,Robert Duvall
3098,Glenn Close
3099,Warren Beatty
3099,Julie Christie
3099,Goldie Hawn
3100,Craig Sheffer
3100,Brad Pitt
3100,Tom Skerritt
3101,Michael Douglas
3101,Glenn Close
3101,Anne Archer
3102,Glenn Close
3102,Jeff Bridges
3102,Peter Coyote
3103,Jane Fonda
3103,Robert De Niro
3103,Swoosie Kurtz
3104,Robert De Niro
3104,Charles Grodin
3104,Yaphet Kotto
3105,Robert De Niro
3105,Robin Williams
3105,John Heard
3106,Dennis Quaid
3106,Tamlyn Tomita
3106,Sab Shimono
3107,Kurt Russell
3107,William Baldwin
3107,Robert De Niro
3108,Robin Williams
3108,Jeff Bridges
3108,Amanda Plummer
3109,Mel Gibson
3109,Sissy Spacek
3109,Scott Glenn
3111,Sally Field
3111,Lindsay Crouse
3111,John Malkovich
3112,Sissy Spacek
3112,Anne Bancroft
3112,Ed Berke
3113,Arnold Schwarzenegger
3113,Gabriel Byrne
3113,Robin Tunney
3114,Tom Hanks
3114,Tim Allen
3114,Joan Cusack
3115,Robert De Niro
3115,Philip Seymour Hoffman
3115,Barry Miller
3117,Skeet Ulrich
3117,Tobey Maguire
3117,Jewel
3120,Eddie Murphy
3120,Lane Smith
3120,Sheryl Lee Ralph
3125,Ralph Fiennes
3125,Julianne Moore
3125,Stephen Rea
3127,Kate Winslet
3127,Harvey Keitel
3127,Julie Hamilton
3129,Sean Penn
3129,Samantha Morton
3129,Anthony LaPaglia
3130,Tom Hanks
3130,Bruce Willis
3130,Melanie Griffith
3132,Mary Pickford
3132,Milla Davenport
3132,Percy Haswell
3134,Jean Gabin
3134,Pierre Fresnay
3134,Erich von Stroheim
3135,Robert Duvall
3135,Blythe Danner
3135,Michael O'Keefe
3138,Mark Harmon
3138,William McNamara
3138,Jodie Foster
3141,Jack Nicholson
3141,Harvey Keitel
3141,Meg Tilly
3142,Bono
3142,The Edge
3142,Larry Mullen Jr.
3143,Lee Marvin
3143,Toshirō Mifune
3145,Hank Azaria
3145,Rubén Blades
3145,Joan Cusack
3146,Rob Schneider
3146,William Forsythe
3146,Eddie Griffin
3147,Tom Hanks
3147,David Morse
3147,Bonnie Hunt
3148,Tobey Maguire
3148,Charlize Theron
3148,Delroy Lindo
3150,Freddie Cunliffe
3150,Lara Belmont
3150,Ray Winstone
3152,Timothy Bottoms
3152,Cybill Shepherd
3152,Jeff Bridges
3153,Kerwin Mathews
3153,Kathryn Grant
3153,Torin Thatcher
3155,Jodie Foster
3155,Chow Yun-Fat
3155,Bai Ling
3156,Robin Williams
3156,Embeth Davidtz
3156,Sam Neill
3157,Michael J. Fox
3157,Chazz Palminteri
3157,Nathan Lane
3158,Gong Li
3158,Zhang Fengyi
3158,Li Xuejian
3159,Steve Martin
3159,Itzhak Perlman
3159,Quincy Jones
3160,Tom Cruise
3160,Philip Baker Hall
3160,Philip Seymour Hoffman
3161,Ralph Fiennes
3161,Liv Tyler
3161,Toby Stephens
3162,Nick Nolte
3162,Jeff Bridges
3162,Sharon Stone
3163,Jim Broadbent
3163,Allan Corduner
3163,Timothy Spall
3165,Wesley Snipes
3165,Dennis Hopper
3165,Lolita Davidovich
3167,Jack Nicholson
3167,Candice Bergen
3167,Art Garfunkel
3168,Peter Fonda
3168,Dennis Hopper
3168,Jack Nicholson
3169,Timothy Hutton
3169,Sean Penn
3169,Pat Hingle
3171,Laurence Harvey
3171,Simone Signoret
3171,Heather Sears
3173,Al Pacino
3173,Cameron Diaz
3173,Dennis Quaid
3174,Jim Carrey
3174,Danny DeVito
3174,Courtney Love
3175,Tim Allen
3175,Sigourney Weaver
3175,Alan Rickman
3176,Matt Damon
3176,Gwyneth Paltrow
3176,Jude Law
3177,Ice Cube
3177,Mike Epps
3177,Justin Pierce
3178,Denzel Washington
3178,Vicellous Shannon
3178,Deborah Kara Unger
3179,Emily Watson
3179,Robert Carlyle
3179,Joe Breen
3181,Anthony Hopkins
