year_film,year_ceremony,ceremony,category,name,film,winner
1996,1997,69,COSTUME DESIGN,Alex Byrne,Hamlet,False
1996,1997,69,MUSIC (Original Dramatic Score),Patrick Doyle,Hamlet,False
1996,1997,69,WRITING (Screenplay Based on Material Previously Produced or Published),Kenneth Branagh,Hamlet,False
1996,1997,69,ART DIRECTION,Art Direction:  Brian Morris;  Set Decoration:  Philippe Turlure,Evita,False
1996,1997,69,CINEMATOGRAPHY,Darius Khondji,Evita,False
1996,1997,69,FILM EDITING,Gerry Hambling,Evita,False
1996,1997,69,MUSIC (Original Song),Music by Andrew Lloyd Webber; Lyric by Tim Rice,Evita,True
1996,1997,69,SOUND,"Andy Nelson, Anna Behlmer, Ken Weston",Evita,False
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),Paul Attanasio,Donnie Brasco,False
1997,1998,70,MUSIC (Original Song),Music and Lyric by Diane Warren,Con Air,False
1997,1998,70,SOUND,"Kevin O'Connell, Greg P. Russell, Arthur Rochester",Con Air,False
1997,1998,70,MUSIC (Original Song),Music by Alan Menken; Lyric by David Zippel,Hercules,False
1997,1998,70,MUSIC (Original Musical or Comedy Score),James Newton Howard,My Best Friend's Wedding,False
1997,1998,70,SOUND EFFECTS EDITING,"Mark P. Stoeckinger, Per Hallberg",Face/Off,False
1997,1998,70,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Contact,False
1997,1998,70,FILM EDITING,Richard Francis-Bruce,Air Force One,False
1997,1998,70,SOUND,"Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester",Air Force One,False
1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,In & Out,False
1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Kim Basinger,L.A. Confidential,True
1997,1998,70,ART DIRECTION,Art Direction:  Jeannine Oppewall;  Set Decoration:  Jay R. Hart,L.A. Confidential,False
1997,1998,70,CINEMATOGRAPHY,Dante Spinotti,L.A. Confidential,False
1997,1998,70,DIRECTING,Curtis Hanson,L.A. Confidential,False
1997,1998,70,FILM EDITING,Peter Honess,L.A. Confidential,False
1997,1998,70,MUSIC (Original Dramatic Score),Jerry Goldsmith,L.A. Confidential,False
1997,1998,70,BEST PICTURE,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",L.A. Confidential,False
1997,1998,70,SOUND,"Andy Nelson, Anna Behlmer, Kirk Francis",L.A. Confidential,False
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),"Brian Helgeland, Curtis Hanson",L.A. Confidential,True
1997,1998,70,ACTOR IN A LEADING ROLE,Peter Fonda,Ulee's Gold,False
1997,1998,70,ART DIRECTION,Art Direction:  Jan Roelfs;  Set Decoration:  Nancy Nye,Gattaca,False
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Burt Reynolds,Boogie Nights,False
1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,Boogie Nights,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),Paul Thomas Anderson,Boogie Nights,False
1985,1986,58,ACTOR IN A LEADING ROLE,Harrison Ford,Witness,False
1985,1986,58,ART DIRECTION,Art Direction:  Stan Jolley;  Set Decoration:  John Anderson,Witness,False
1985,1986,58,CINEMATOGRAPHY,John Seale,Witness,False
1985,1986,58,DIRECTING,Peter Weir,Witness,False
1985,1986,58,FILM EDITING,Thom Noble,Witness,True
1985,1986,58,MUSIC (Original Score),Maurice Jarre,Witness,False
1985,1986,58,BEST PICTURE,"Edward S. Feldman, Producer",Witness,False
1985,1986,58,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,True
1997,1998,70,VISUAL EFFECTS,"Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson",Starship Troopers,False
1997,1998,70,MUSIC (Original Musical or Comedy Score),Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,Anastasia,False
1997,1998,70,MUSIC (Original Song),Music by Stephen Flaherty; Lyric by Lynn Ahrens,Anastasia,False
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,Amistad,False
1997,1998,70,CINEMATOGRAPHY,Janusz Kaminski,Amistad,False
1997,1998,70,COSTUME DESIGN,Ruth E. Carter,Amistad,False
1997,1998,70,MUSIC (Original Dramatic Score),John Williams,Amistad,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Deconstructing Harry,False
1997,1998,70,ACTOR IN A LEADING ROLE,Matt Damon,Good Will Hunting,False
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Robin Williams,Good Will Hunting,True
1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Minnie Driver,Good Will Hunting,False
1997,1998,70,DIRECTING,Gus Van Sant,Good Will Hunting,False
1997,1998,70,FILM EDITING,Pietro Scalia,Good Will Hunting,False
1997,1998,70,MUSIC (Original Dramatic Score),Danny Elfman,Good Will Hunting,False
1997,1998,70,MUSIC (Original Song),Music and Lyric by Elliott Smith,Good Will Hunting,False
1997,1998,70,BEST PICTURE,"Lawrence Bender, Producer",Good Will Hunting,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),"Ben Affleck, Matt Damon",Good Will Hunting,True
1997,1998,70,ACTRESS IN A LEADING ROLE,Kate Winslet,Titanic,False
1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Gloria Stuart,Titanic,False
1997,1998,70,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,Titanic,True
1997,1998,70,CINEMATOGRAPHY,Russell Carpenter,Titanic,True
1997,1998,70,COSTUME DESIGN,Deborah L. Scott,Titanic,True
1997,1998,70,DIRECTING,James Cameron,Titanic,True
1997,1998,70,FILM EDITING,"Conrad Buff, James Cameron, Richard A. Harris",Titanic,True
1997,1998,70,MAKEUP,"Tina Earnshaw, Greg Cannom, Simon Thompson",Titanic,False
1997,1998,70,MUSIC (Original Dramatic Score),James Horner,Titanic,True
1997,1998,70,MUSIC (Original Song),Music by James Horner; Lyric by Will Jennings,Titanic,True
1997,1998,70,BEST PICTURE,"James Cameron and Jon Landau, Producers",Titanic,True
1997,1998,70,SOUND,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",Titanic,True
1997,1998,70,SOUND EFFECTS EDITING,"Tom Bellfort, Christopher Boyes",Titanic,True
1997,1998,70,VISUAL EFFECTS,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",Titanic,True
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Robert Forster,Jackie Brown,False
1997,1998,70,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,Kundun,False
1997,1998,70,CINEMATOGRAPHY,Roger Deakins,Kundun,False
1997,1998,70,COSTUME DESIGN,Dante Ferretti,Kundun,False
1997,1998,70,MUSIC (Original Dramatic Score),Philip Glass,Kundun,False
1997,1998,70,ACTRESS IN A LEADING ROLE,Julie Christie,Afterglow,False
1997,1998,70,ACTOR IN A LEADING ROLE,Dustin Hoffman,Wag the Dog,False
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),"Hilary Henkin, David Mamet",Wag the Dog,False
1997,1998,70,ACTOR IN A LEADING ROLE,Jack Nicholson,As Good as It Gets,True
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Greg Kinnear,As Good as It Gets,False
1997,1998,70,ACTRESS IN A LEADING ROLE,Helen Hunt,As Good as It Gets,True
1997,1998,70,FILM EDITING,Richard Marks,As Good as It Gets,False
1997,1998,70,MUSIC (Original Musical or Comedy Score),Hans Zimmer,As Good as It Gets,False
1997,1998,70,BEST PICTURE,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",As Good as It Gets,False
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Mark Andrus, James L. Brooks;  Story by Mark Andrus",As Good as It Gets,False
1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Primary Colors,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Elaine May,Primary Colors,False
1998,1999,71,MUSIC (Original Song),"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa",Quest for Camelot,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Warren Beatty, Jeremy Pikser;  Story by Warren Beatty",Bulworth,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,Mulan,False
1998,1999,71,FILM EDITING,Anne V. Coates,Out of Sight,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott Frank,Out of Sight,False
1998,1999,71,MUSIC (Original Song),Music and Lyric by Diane Warren,Armageddon,False
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",Armageddon,False
1998,1999,71,SOUND EFFECTS EDITING,George Watters II,Armageddon,False
1998,1999,71,VISUAL EFFECTS,"Richard R. Hoover, Pat McClung, John Frazier",Armageddon,False
1935,1936,8,ACTOR,Clark Gable,Mutiny on the Bounty,False
1935,1936,8,ACTOR,Charles Laughton,Mutiny on the Bounty,False
1935,1936,8,ACTOR,Franchot Tone,Mutiny on the Bounty,False
1935,1936,8,DIRECTING,Frank Lloyd,Mutiny on the Bounty,False
1935,1936,8,FILM EDITING,Margaret Booth,Mutiny on the Bounty,False
1935,1936,8,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Mutiny on the Bounty,False
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,True
1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,False
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Spring Byington,You Can't Take It with You,False
1938,1939,11,CINEMATOGRAPHY,Joseph Walker,You Can't Take It with You,False
1938,1939,11,DIRECTING,Frank Capra,You Can't Take It with You,True
1938,1939,11,FILM EDITING,Gene Havlick,You Can't Take It with You,False
1938,1939,11,OUTSTANDING PRODUCTION,Columbia,You Can't Take It with You,True
1938,1939,11,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",You Can't Take It with You,False
1938,1939,11,WRITING (Screenplay),Robert Riskin,You Can't Take It with You,False
1942,1943,15,ACTOR,Walter Pidgeon,Mrs. Miniver,False
1942,1943,15,ACTOR IN A SUPPORTING ROLE,Henry Travers,Mrs. Miniver,False
1942,1943,15,ACTRESS,Greer Garson,Mrs. Miniver,True
1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Mrs. Miniver,False
1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Teresa Wright,Mrs. Miniver,True
1942,1943,15,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Mrs. Miniver,True
1942,1943,15,DIRECTING,William Wyler,Mrs. Miniver,True
1942,1943,15,FILM EDITING,Harold F. Kress,Mrs. Miniver,False
1942,1943,15,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Mrs. Miniver,True
1942,1943,15,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Mrs. Miniver,False
1942,1943,15,SPECIAL EFFECTS,"Photographic Effects by A. Arnold Gillespie, Warren Newcombe; Sound Effects by Douglas Shearer",Mrs. Miniver,False
1942,1943,15,WRITING (Screenplay),"Arthur Wimperis, George Froeschel, James Hilton, Claudine West",Mrs. Miniver,True
1944,1945,17,ACTOR,Bing Crosby,Going My Way,True
1944,1945,17,ACTOR,Barry Fitzgerald,Going My Way,False
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Barry Fitzgerald,Going My Way,True
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Lionel Lindon,Going My Way,False
1944,1945,17,DIRECTING,Leo McCarey,Going My Way,True
1944,1945,17,FILM EDITING,Leroy Stone,Going My Way,False
1944,1945,17,MUSIC (Song),Music by James Van Heusen; Lyrics by Johnny Burke,Going My Way,True
1944,1945,17,BEST MOTION PICTURE,Paramount,Going My Way,True
1944,1945,17,WRITING (Original Motion Picture Story),Leo McCarey,Going My Way,True
1944,1945,17,WRITING (Screenplay),"Frank Butler, Frank Cavett",Going My Way,True
1947,1948,20,ACTOR,Gregory Peck,Gentleman's Agreement,False
1947,1948,20,ACTRESS,Dorothy McGuire,Gentleman's Agreement,False
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Gentleman's Agreement,True
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Anne Revere,Gentleman's Agreement,False
1947,1948,20,DIRECTING,Elia Kazan,Gentleman's Agreement,True
1947,1948,20,FILM EDITING,Harmon Jones,Gentleman's Agreement,False
1947,1948,20,BEST MOTION PICTURE,20th Century-Fox,Gentleman's Agreement,True
1947,1948,20,WRITING (Screenplay),Moss Hart,Gentleman's Agreement,False
1948,1949,21,ACTOR,Laurence Olivier,Hamlet,True
1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Jean Simmons,Hamlet,False
1948,1949,21,ART DIRECTION (Black-and-White),Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,Hamlet,True
1948,1949,21,COSTUME DESIGN (Black-and-White),Roger K. Furse,Hamlet,True
1948,1949,21,DIRECTING,Laurence Olivier,Hamlet,False
1948,1949,21,MUSIC (Music Score of a Dramatic or Comedy Picture),William Walton,Hamlet,False
1948,1949,21,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Hamlet,True
1949,1950,22,ACTOR,Broderick Crawford,All the King's Men,True
1949,1950,22,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,False
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,All the King's Men,True
1949,1950,22,DIRECTING,Robert Rossen,All the King's Men,False
1949,1950,22,FILM EDITING,"Robert Parrish, Al Clark",All the King's Men,False
1949,1950,22,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,True
1949,1950,22,WRITING (Screenplay),Robert Rossen,All the King's Men,False
1953,1954,26,ACTOR,Montgomery Clift,From Here to Eternity,False
1953,1954,26,ACTOR,Burt Lancaster,From Here to Eternity,False
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,True
1953,1954,26,ACTRESS,Deborah Kerr,From Here to Eternity,False
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Donna Reed,From Here to Eternity,True
1953,1954,26,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,From Here to Eternity,True
1953,1954,26,COSTUME DESIGN (Black-and-White),Jean Louis,From Here to Eternity,False
1953,1954,26,DIRECTING,Fred Zinnemann,From Here to Eternity,True
1953,1954,26,FILM EDITING,William Lyon,From Here to Eternity,True
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),"Morris Stoloff, George Duning",From Here to Eternity,False
1953,1954,26,BEST MOTION PICTURE,"Buddy Adler, Producer",From Here to Eternity,True
1953,1954,26,SOUND RECORDING,"Columbia Studio Sound Department, John P. Livadary, Sound Director",From Here to Eternity,True
1953,1954,26,WRITING (Screenplay),Daniel Taradash,From Here to Eternity,True
1954,1955,27,ACTOR,Marlon Brando,On the Waterfront,True
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,False
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,False
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,False
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,True
1954,1955,27,ART DIRECTION (Black-and-White),Richard Day,On the Waterfront,True
1954,1955,27,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,On the Waterfront,True
1954,1955,27,DIRECTING,Elia Kazan,On the Waterfront,True
1954,1955,27,FILM EDITING,Gene Milford,On the Waterfront,True
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Leonard Bernstein,On the Waterfront,False
1954,1955,27,BEST MOTION PICTURE,"Sam Spiegel, Producer",On the Waterfront,True
1954,1955,27,WRITING (Story and Screenplay),Budd Schulberg,On the Waterfront,True
1955,1956,28,ACTOR,Ernest Borgnine,Marty,True
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,False
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Betsy Blair,Marty,False
1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Edward S. Haworth, Walter Simonds;  Set Decoration:  Robert Priestley",Marty,False
1955,1956,28,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Marty,False
1955,1956,28,DIRECTING,Delbert Mann,Marty,True
1955,1956,28,BEST MOTION PICTURE,"Harold Hecht, Producer",Marty,True
1955,1956,28,WRITING (Screenplay),Paddy Chayefsky,Marty,True
1961,1962,34,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,True
1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Rita Moreno,West Side Story,True
1961,1962,34,ART DIRECTION (Color),Art Direction:  Boris Leven;  Set Decoration:  Victor A. Gangelin,West Side Story,True
1961,1962,34,CINEMATOGRAPHY (Color),Daniel L. Fapp,West Side Story,True
1961,1962,34,COSTUME DESIGN (Color),Irene Sharaff,West Side Story,True
1961,1962,34,DIRECTING,"Robert Wise, Jerome Robbins",West Side Story,True
1961,1962,34,FILM EDITING,Thomas Stanford,West Side Story,True
1961,1962,34,MUSIC (Scoring of a Musical Picture),"Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal",West Side Story,True
1961,1962,34,BEST MOTION PICTURE,"Robert Wise, Producer",West Side Story,True
1961,1962,34,SOUND,"Todd-AO Sound Department, Fred Hynes, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",West Side Story,True
1961,1962,34,WRITING (Screenplay--based on material from another medium),Ernest Lehman,West Side Story,False
1963,1964,36,ACTOR,Albert Finney,Tom Jones,False
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,False
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,False
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,False
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,False
1963,1964,36,ART DIRECTION (Color),"Art Direction:  Ralph Brinton, Ted Marshall, Jocelyn Herbert;  Set Decoration:  Josie MacAvin",Tom Jones,False
1963,1964,36,DIRECTING,Tony Richardson,Tom Jones,True
1963,1964,36,MUSIC (Music Score--substantially original),John Addison,Tom Jones,True
1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,True
1963,1964,36,WRITING (Screenplay--based on material from another medium),John Osborne,Tom Jones,True
1967,1968,40,ACTOR,Rod Steiger,In the Heat of the Night,True
1967,1968,40,DIRECTING,Norman Jewison,In the Heat of the Night,False
1967,1968,40,FILM EDITING,Hal Ashby,In the Heat of the Night,True
1967,1968,40,BEST PICTURE,"Walter Mirisch, Producer",In the Heat of the Night,True
1967,1968,40,SOUND,Samuel Goldwyn Studio Sound Department,In the Heat of the Night,True
1967,1968,40,SOUND EFFECTS,James A. Richard,In the Heat of the Night,False
1967,1968,40,WRITING (Screenplay--based on material from another medium),Stirling Silliphant,In the Heat of the Night,True
1968,1969,41,ACTOR,Ron Moody,Oliver!,False
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Wild,Oliver!,False
1968,1969,41,ART DIRECTION,"Art Direction:  John Box, Terence Marsh;  Set Decoration:  Vernon Dixon, Ken Muggleston",Oliver!,True
1968,1969,41,CINEMATOGRAPHY,Oswald Morris,Oliver!,False
1968,1969,41,COSTUME DESIGN,Phyllis Dalton,Oliver!,False
1968,1969,41,DIRECTING,Carol Reed,Oliver!,True
1968,1969,41,FILM EDITING,Ralph Kemplen,Oliver!,False
1968,1969,41,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by John Green,Oliver!,True
1968,1969,41,BEST PICTURE,"John Woolf, Producer",Oliver!,True
1968,1969,41,SOUND,Shepperton Studio Sound Department,Oliver!,True
1968,1969,41,WRITING (Screenplay--based on material from another medium),Vernon Harris,Oliver!,False
1969,1970,42,ACTOR,Dustin Hoffman,Midnight Cowboy,False
1969,1970,42,ACTOR,Jon Voight,Midnight Cowboy,False
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Sylvia Miles,Midnight Cowboy,False
1969,1970,42,DIRECTING,John Schlesinger,Midnight Cowboy,True
1969,1970,42,FILM EDITING,Hugh A. Robertson,Midnight Cowboy,False
1969,1970,42,BEST PICTURE,"Jerome Hellman, Producer",Midnight Cowboy,True
1969,1970,42,WRITING (Screenplay--based on material from another medium),Waldo Salt,Midnight Cowboy,True
1976,1977,49,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,False
1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,False
1976,1977,49,DIRECTING,John G. Avildsen,Rocky,True
1976,1977,49,FILM EDITING,"Richard Halsey, Scott Conrad",Rocky,True
1976,1977,49,MUSIC (Original Song),Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,Rocky,False
1976,1977,49,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,True
1976,1977,49,SOUND,"Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper",Rocky,False
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Sylvester Stallone,Rocky,False
1979,1980,52,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,True
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,False
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,False
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,True
1979,1980,52,CINEMATOGRAPHY,Nestor Almendros,Kramer vs. Kramer,False
1979,1980,52,DIRECTING,Robert Benton,Kramer vs. Kramer,True
1979,1980,52,FILM EDITING,Jerry Greenberg,Kramer vs. Kramer,False
1979,1980,52,BEST PICTURE,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,True
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Robert Benton,Kramer vs. Kramer,True
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,False
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,True
1980,1981,53,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,False
1980,1981,53,DIRECTING,Robert Redford,Ordinary People,True
1980,1981,53,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,True
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Alvin Sargent,Ordinary People,True
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,False
1981,1982,54,COSTUME DESIGN,Milena Canonero,Chariots of Fire,True
1981,1982,54,DIRECTING,Hugh Hudson,Chariots of Fire,False
1981,1982,54,FILM EDITING,Terry Rawlings,Chariots of Fire,False
1981,1982,54,MUSIC (Original Score),Vangelis,Chariots of Fire,True
1981,1982,54,BEST PICTURE,"David Puttnam, Producer",Chariots of Fire,True
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),Colin Welland,Chariots of Fire,True
1983,1984,56,ACTOR IN A SUPPORTING ROLE,John Lithgow,Terms of Endearment,False
1983,1984,56,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Terms of Endearment,True
1983,1984,56,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Terms of Endearment,True
1983,1984,56,ACTRESS IN A LEADING ROLE,Debra Winger,Terms of Endearment,False
1983,1984,56,ART DIRECTION,"Art Direction:  Polly Platt, Harold Michelson;  Set Decoration:  Tom Pedigo, Anthony Mondello",Terms of Endearment,False
1983,1984,56,DIRECTING,James L. Brooks,Terms of Endearment,True
1983,1984,56,FILM EDITING,Richard Marks,Terms of Endearment,False
1983,1984,56,MUSIC (Original Score),Michael Gore,Terms of Endearment,False
1983,1984,56,BEST PICTURE,"James L. Brooks, Producer",Terms of Endearment,True
1983,1984,56,SOUND,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, Jim Alexander",Terms of Endearment,False
1983,1984,56,WRITING (Screenplay Based on Material from Another Medium),James L. Brooks,Terms of Endearment,True
1985,1986,58,ACTOR IN A SUPPORTING ROLE,Klaus Maria Brandauer,Out of Africa,False
1985,1986,58,ACTRESS IN A LEADING ROLE,Meryl Streep,Out of Africa,False
1985,1986,58,ART DIRECTION,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,Out of Africa,True
1985,1986,58,CINEMATOGRAPHY,David Watkin,Out of Africa,True
1985,1986,58,COSTUME DESIGN,Milena Canonero,Out of Africa,False
1985,1986,58,DIRECTING,Sydney Pollack,Out of Africa,True
1985,1986,58,FILM EDITING,"Fredric Steinkamp, William Steinkamp, Pembroke Herring, Sheldon Kahn",Out of Africa,False
1985,1986,58,MUSIC (Original Score),John Barry,Out of Africa,True
1985,1986,58,BEST PICTURE,"Sydney Pollack, Producer",Out of Africa,True
1985,1986,58,SOUND,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,True
1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),Kurt Luedtke,Out of Africa,True
1988,1989,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,True
1988,1989,61,ART DIRECTION,Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna,Rain Man,False
1988,1989,61,CINEMATOGRAPHY,John Seale,Rain Man,False
1988,1989,61,DIRECTING,Barry Levinson,Rain Man,True
1988,1989,61,FILM EDITING,Stu Linder,Rain Man,False
1988,1989,61,MUSIC (Original Score),Hans Zimmer,Rain Man,False
1988,1989,61,BEST PICTURE,"Mark Johnson, Producer",Rain Man,True
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",Rain Man,True
1989,1990,62,ACTOR IN A LEADING ROLE,Morgan Freeman,Driving Miss Daisy,False
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Dan Aykroyd,Driving Miss Daisy,False
1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Tandy,Driving Miss Daisy,True
1989,1990,62,ART DIRECTION,Art Direction:  Bruno Rubeo;  Set Decoration:  Crispian Sallis,Driving Miss Daisy,False
1989,1990,62,COSTUME DESIGN,Elizabeth McBride,Driving Miss Daisy,False
1989,1990,62,FILM EDITING,Mark Warner,Driving Miss Daisy,False
1989,1990,62,MAKEUP,"Manlio Rocchetti, Lynn Barber, Kevin Haney",Driving Miss Daisy,True
1989,1990,62,BEST PICTURE,"Richard D. Zanuck and Lili Fini Zanuck, Producers",Driving Miss Daisy,True
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),Alfred Uhry,Driving Miss Daisy,True
1971,1972,44,ACTRESS,Jane Fonda,Klute,True
1971,1972,44,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Andy Lewis, Dave Lewis",Klute,False
1990,1991,63,WRITING (Screenplay Written Directly for the Screen),Whit Stillman,Metropolitan,False
